"","GSM1368273","GSM1368274","GSM1368275","GSM1368276","GSM1368277","GSM1368278","GSM1368279","GSM1368280","GSM1368281","GSM1368282","GSM1368283","GSM1368284","GSM1368285","GSM1368286","GSM1368287","GSM1368288","GSM1368289","GSM1368290"
"SPNCRNA.1164",57,21,46,443,156,147,141,106,136,54,93,71,66,41,50,60,85,44
"SPNCRNA.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC1795.11",14883,7882,12364,16747,9776,9378,5510,4971,4291,3969,9145,7854,10437,9225,9102,10927,13704,10199
"SPCC1795.10c",895,335,651,878,400,285,906,463,515,260,915,584,570,383,418,473,529,377
"SPCC1795.05c",640,340,535,492,328,229,457,271,392,184,517,401,357,322,386,361,512,346
"SPSNORNA.37",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SPCC1795.03",1070,504,762,360,292,224,589,404,472,309,1208,672,768,540,527,704,823,526
"SPCC1795.02c",739,440,675,576,456,213,691,514,666,325,910,659,580,433,414,499,772,520
"SPCC1795.01c",280,126,210,174,87,79,324,121,166,102,452,216,206,122,120,203,178,155
"SPCC895.03c",673,330,538,504,328,285,499,275,390,232,848,560,587,397,360,511,491,336
"SPCC895.04c",598,259,343,418,192,78,423,186,212,179,656,362,394,225,171,322,301,227
"SPCC895.07",303,178,325,276,144,130,230,207,308,132,366,261,255,186,240,210,277,311
"SPCC895.09c",1539,681,1268,1170,758,405,966,506,632,465,1421,984,1140,867,722,1105,1091,757
"SPNCRNA.1167",63,26,87,35,17,7,94,27,24,20,55,61,43,36,44,47,57,29
"SPCC825.03c",1275,616,1123,2133,1050,1027,1819,995,1120,447,1491,1036,978,724,669,957,1152,700
"SPCC825.04c",71,39,52,126,20,7,30,20,17,28,95,62,51,28,41,49,58,54
"SPCC825.05c",402,202,365,608,375,168,362,245,253,142,498,325,306,168,196,297,223,215
"SPCC1259.01c",19131,8082,12616,18335,10113,6760,16213,7724,7526,5324,17639,10245,13758,10203,7195,14394,13515,7957
"SPCC1259.02c",1675,1051,1496,1363,680,544,949,876,912,541,1469,1136,1158,960,1054,1169,1377,1179
"SPCC1259.04",188,104,186,83,69,72,176,58,160,64,233,156,151,89,101,134,168,118
"SPCC1259.06",50,34,60,37,15,13,93,45,72,14,49,33,49,49,43,55,54,71
"SPNCRNA.1170",9,5,6,7,5,0,6,3,4,0,7,7,6,1,8,5,7,4
"SPCC1259.10",393,150,222,261,159,86,207,97,148,101,305,245,202,149,155,198,224,165
"SPCC1259.12c",555,220,348,806,233,174,699,354,355,227,916,510,477,322,323,391,467,260
"SPNCRNA.1171",3,0,2,0,2,0,5,16,3,6,13,8,7,3,2,10,9,8
"SPCC1259.15c",366,178,282,171,215,174,372,177,234,133,478,302,278,233,207,314,319,204
"SPCC1259.14c",3,6,2,3,3,0,9,1,9,2,5,8,2,5,8,4,7,2
"SPCTRNAVAL.12",243,94,122,99,182,60,120,90,69,71,320,316,195,118,146,262,188,141
"SPNCRNA.480",11,0,6,1,1,0,26,3,0,5,8,4,9,4,2,8,8,4
"SPCTRNALYS.10",91,25,49,129,40,28,79,24,31,36,98,76,52,53,39,51,50,32
"SPNCRNA.482",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SPCTRNAASP.06",53,14,35,58,39,43,67,37,33,22,125,57,49,50,36,61,46,48
"SPCTRNAARG.12",27,8,26,22,21,5,24,17,9,7,38,44,47,25,26,20,20,23
"SPCTRNAGLU.10",11306,3401,2355,10518,6438,3270,11435,4424,5544,4234,17860,8196,12800,4134,3563,12543,9527,3501
"SPCTRNAASP.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCTRNAPHE.05",2940,1171,1108,3204,2462,1360,3014,1589,1208,1123,4525,3335,2844,2260,1542,2791,3147,1191
"SPCC4B3.18",1141,456,704,1357,454,439,1310,371,515,308,1028,604,693,432,373,716,622,436
"SPCC4B3.20",125,58,83,60,77,48,61,38,69,36,121,68,84,67,42,80,46,63
"SPNCRNA.1174",86,28,63,38,34,23,61,22,31,37,102,51,100,54,44,46,49,47
"SPCC4B3.14",61,17,32,8,16,6,40,32,34,12,48,36,25,15,9,31,12,18
"SPCC4B3.07",3194,1554,2302,3410,1902,1378,2974,1337,1694,1063,3485,2165,2486,1805,1468,2271,2589,1615
"SPNCRNA.486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.1176",41,13,28,21,6,4,6,12,10,15,40,41,39,23,28,30,35,26
"SPCC4B3.05c",1048,433,777,965,507,557,709,466,496,311,1064,544,754,514,491,710,842,466
"SPNCRNA.1177",210,92,147,228,95,70,153,51,78,60,150,106,102,52,71,126,127,78
"SPNCRNA.120",0,0,1,0,0,0,0,0,0,0,4,1,1,3,0,0,0,0
"SPCC4B3.02c",320,146,211,315,182,84,254,88,152,109,417,199,193,172,100,265,225,133
"SPCC4B3.01",541,216,296,584,251,184,656,255,411,252,1036,513,422,250,243,324,508,230
"SPCP25A2.02c",498,314,465,551,233,230,691,448,569,226,534,335,437,346,286,411,451,381
"SPCC550.01c",119,59,85,149,66,22,91,73,64,67,177,52,89,61,40,100,50,71
"SPNCRNA.1178",29,3,21,2,12,0,25,3,17,8,25,20,8,6,20,12,18,12
"SPCC550.04c",114,49,84,97,34,50,40,49,52,26,69,84,70,50,62,86,84,85
"SPCC550.05",186,82,168,103,81,105,102,46,52,72,180,130,185,127,121,140,185,122
"SPCC550.06c",7217,3275,4773,6600,3602,2590,4372,2331,2400,1835,5977,3792,2842,2477,1941,3778,3326,2176
"SPCC550.08",314,126,256,125,88,104,203,107,126,68,307,184,202,155,127,188,242,117
"SPCTRNAVAL.11",5233,2094,2198,4611,5785,2289,5288,2247,1614,2281,13271,6509,9342,5784,3711,10076,7666,3462
"SPCC550.12",141,72,116,89,51,75,121,45,120,44,145,135,61,65,56,94,87,73
"SPCC550.13",971,478,807,520,267,195,816,453,506,323,1015,756,902,633,602,750,861,674
"SPNCRNA.1180",28,4,28,5,11,2,6,0,3,4,21,8,12,3,8,3,2,5
"SPCC4E9.02",332,186,277,14,28,35,114,76,86,88,240,181,266,147,227,208,265,216
"SPCC645.04",611,240,430,325,200,137,301,154,173,165,578,343,406,257,240,325,392,247
"SPCC645.05c",1495,775,1166,1271,563,683,1747,891,1387,603,1876,1259,1193,851,825,1063,1127,956
"SPCC645.07",1139,698,1052,1017,548,472,844,460,776,462,1304,978,1016,718,765,905,1085,868
"SPCC645.08c",6785,3129,4887,6646,3337,3022,5767,3204,3690,1996,6834,4244,4520,3187,2929,4104,4933,2756
"SPCC645.11c",100,55,93,25,54,4,43,56,41,62,109,91,94,47,76,87,62,70
"SPCC645.12c",69,55,86,85,23,39,21,29,47,36,60,58,50,61,60,59,67,53
"SPCC645.13",531,277,438,467,225,129,576,397,418,208,517,364,397,262,286,395,402,337
"SPCC23B6.01c",2376,1232,1853,3190,1555,1247,4255,2270,2979,1156,4120,2295,2149,1467,1550,1899,2273,1478
"SPNCRNA.1183",5,3,8,0,2,0,0,4,3,2,6,1,3,1,1,5,1,3
"SPCC1322.01",625,245,485,217,122,133,374,218,283,198,727,446,518,344,301,507,507,310
"SPCC1322.02",64,41,78,7,29,43,82,47,66,37,72,93,51,77,79,56,100,74
"SPNCRNA.122",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"SPCC1322.07c",50,23,26,129,58,35,205,102,76,8,63,41,21,29,11,19,31,26
"SPNCRNA.1186",0,0,3,0,4,0,4,3,15,1,8,6,5,7,1,2,0,3
"SPCC1322.13",1791,846,1555,1548,807,965,1297,800,994,639,1601,1197,1316,1028,939,1202,1292,1110
"SPCC1322.16",1408,510,789,1501,636,503,1571,696,796,522,1753,890,964,679,593,860,1080,547
"SPCC132.01c",1404,788,1357,1323,767,767,1938,1012,1490,639,2100,1387,1272,911,858,1147,1254,935
"SPCC132.03",409,156,242,505,143,110,261,144,179,150,492,239,291,180,148,233,328,180
"SPCC132.04c",306,238,298,154,159,160,275,229,327,211,604,520,662,391,525,515,701,460
"SPNCRNA.1187",0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0
"SPCC338.17c",316,211,368,126,70,68,166,147,111,160,274,291,291,200,283,279,403,294
"SPCC338.13",481,213,370,188,118,72,335,126,227,186,489,292,314,268,226,302,397,271
"SPNCRNA.1188",22,16,32,28,13,22,18,9,13,5,27,31,31,17,7,15,27,11
"SPNCRNA.1189",9,3,2,28,15,12,4,11,19,5,15,12,19,5,5,6,0,8
"SPNCRNA.491",0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,2,0,1
"SPCC338.07c",3132,1431,2256,2919,1433,1475,2322,1156,1399,1009,3251,2071,2282,1527,1408,2063,2244,1373
"SPCC338.04",180,90,124,231,91,68,240,92,86,82,311,155,165,120,80,148,151,97
"SPCC338.03c",67,30,47,82,43,17,34,15,20,27,105,77,54,35,33,52,59,23
"SPCC338.02",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0
"SPCC1281.01",8939,5178,8221,5161,3355,3064,5887,4150,5232,3916,10711,7750,8343,6040,6582,7389,9836,7177
"SPCC1281.03c",508,219,365,333,195,58,305,208,262,156,567,332,378,210,229,408,348,275
"SPNCRNA.1191",189,73,146,36,40,47,118,40,74,54,162,130,125,77,60,108,133,80
"SPCC1281.08",67,41,75,65,38,13,39,27,37,28,82,47,46,46,29,62,74,45
"SPCC1281.07c",539,281,443,294,224,127,625,288,454,276,981,527,451,316,320,398,644,288
"SPCC622.21",43,18,30,56,16,7,36,17,38,17,57,27,29,12,16,49,25,18
"SPCC622.04",70,23,28,21,19,4,76,18,32,48,100,53,31,31,15,56,46,23
"SPCC622.06c",157,60,108,196,76,57,150,79,74,94,239,125,155,82,72,129,150,65
"SPCC622.07",115,37,69,48,41,11,72,29,22,47,152,85,81,49,40,75,65,59
"SPCC622.08c",6000,3114,4550,4419,2437,1997,4953,2593,3216,810,3747,1828,4814,3103,2983,4061,5264,2578
"SPCC622.12c",8653,4220,7203,7468,4734,3229,7717,4143,4783,4895,18519,11341,11857,6751,6621,8537,12899,5269
"SPCC622.13c",828,449,667,677,357,226,526,282,385,320,1139,737,715,490,452,604,636,521
"SPNCRNA.1196",10,1,16,15,5,1,7,4,24,12,27,25,10,10,6,3,9,3
"SPNCRNA.67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC622.17",144,95,93,124,53,17,104,50,112,61,137,87,106,61,91,100,103,113
"SPCC622.19",636,279,392,323,190,219,348,188,215,219,654,490,568,345,330,449,549,323
"SPNCRNA.1197",31,6,31,22,20,1,34,33,24,12,58,28,31,29,21,28,39,26
"SPCC11E10.03",113,52,49,110,49,20,79,55,92,32,88,35,85,62,26,58,54,37
"SPCC11E10.04",721,292,527,634,260,144,609,262,358,248,839,437,510,317,323,485,467,326
"SPNCRNA.1199",4,2,2,22,1,0,0,1,6,3,1,2,3,1,2,7,0,2
"SPCC11E10.06c",226,162,224,282,131,115,285,183,206,82,326,245,209,136,170,178,239,160
"SPCC11E10.07c",1877,735,1323,1357,783,687,1192,642,734,429,1630,983,1194,769,773,973,1140,783
"SPNCRNA.1200",66,28,58,55,21,12,71,16,12,13,33,13,35,26,28,44,43,15
"SPCC11E10.08",518,309,471,329,167,244,330,153,291,181,516,401,378,286,282,359,374,301
"SPCC11E10.09c",220,119,134,82,78,60,83,45,56,86,220,143,171,110,133,152,192,90
"SPCTRNALYS.12",129,57,82,69,102,31,157,48,47,72,247,130,137,111,73,185,94,70
"SPCC188.02",219,182,314,263,118,109,148,149,195,129,280,229,236,217,244,203,290,287
"SPCC188.05",4,0,1,43,3,0,6,0,0,1,5,10,4,3,4,9,0,5
"SPNCRNA.1201",23,7,19,52,6,16,24,2,9,8,28,11,19,16,3,13,20,6
"SPCC188.12",3,3,3,1,2,0,5,1,7,1,7,9,10,2,3,10,7,6
"SPCC188.13c",549,326,548,481,193,215,569,356,394,237,633,493,463,353,326,422,477,449
"SPCC584.11c",2236,1129,1818,1010,589,506,1681,787,1096,715,2529,1564,1747,1294,1217,1585,1972,1189
"SPCC584.13",322,130,204,56,49,32,83,57,69,70,158,153,193,151,167,193,214,180
"SPCC584.14",194,95,146,113,90,111,100,86,85,64,205,160,146,109,77,114,143,100
"SPCC584.16c",19,15,26,8,9,13,25,16,25,25,57,38,25,16,14,34,10,14
"SPCC584.02",6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC1753.03c",7,15,17,0,4,0,0,2,10,2,5,6,9,8,4,15,8,6
"SPNCRNA.131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC162.12",467,186,333,91,73,29,221,88,161,103,414,271,293,196,165,262,256,215
"SPNCRNA.1205",1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"SPNCRNA.495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC162.09c",1758,1231,1897,813,544,518,685,591,801,478,1099,944,1132,915,1038,1138,1333,1444
"SPNCRNA.1206",20,19,18,10,15,45,4,6,3,13,25,7,12,3,14,23,18,14
"SPNCRNA.1207",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC13B11.02c",45,27,75,45,31,44,31,28,18,18,58,43,49,48,25,52,45,29
"SPNCRNA.1209",14,7,6,1,10,0,6,8,4,4,8,5,27,5,9,6,7,7
"SPCC777.02",388,241,317,355,171,121,237,183,258,108,526,320,310,171,169,226,346,180
"SPNCRNA.1210",22,5,12,1,13,4,13,5,2,9,18,10,11,7,7,8,18,8
"SPCC777.04",20,5,14,0,2,19,6,4,11,4,37,14,13,12,8,10,21,16
"SPCC777.08c",896,380,659,594,355,317,790,319,476,220,890,511,567,437,387,556,600,373
"SPCC777.09c",4614,2103,3428,3969,2409,1730,3663,2086,2327,1331,4606,2915,2959,2039,1917,2725,3112,2064
"SPCC777.12c",910,361,652,535,355,307,606,304,373,256,774,440,551,372,319,504,618,345
"SPCC777.13",922,456,686,608,304,299,948,502,588,255,974,530,606,417,374,614,659,408
"SPCC777.14",440,199,302,143,113,109,181,58,99,148,436,285,317,238,181,279,318,197
"SPNCRNA.1212",64,24,31,32,30,1,30,21,29,22,55,41,33,13,17,27,26,15
"SPCC777.15",130,40,118,47,32,86,114,66,59,54,160,67,102,71,54,84,96,64
"SPCC663.02",480,159,270,404,210,122,316,96,156,163,596,322,298,177,140,273,269,151
"SPCC663.03",1174,502,970,1015,485,362,1153,790,938,537,1913,1030,907,717,679,916,1078,713
"SPCC663.04",13501,6120,9309,14339,8091,5701,11721,5573,5722,3478,11898,7149,9383,7180,5889,9637,9387,5977
"SPCC663.05c",339,190,324,270,122,206,293,133,166,93,349,205,229,183,207,226,255,186
"SPNCRNA.1213",53,20,32,61,13,2,38,16,13,17,35,28,36,33,13,24,43,23
"SPNCRNA.1214",45,10,23,35,20,1,25,13,23,19,55,43,63,79,40,91,41,44
"SPCC663.11",121,80,96,70,48,50,88,79,73,63,141,111,105,111,93,145,98,97
"SPCC663.12",451,196,341,232,131,69,286,127,114,106,445,271,268,233,208,233,350,229
"SPCC663.13c",571,190,385,543,263,276,284,152,200,147,462,308,319,303,211,318,386,238
"SPCC663.14c",3,1,0,35,20,13,14,4,0,7,15,12,2,1,3,3,8,0
"SPCC1902.02",555,291,498,532,254,318,393,274,330,238,626,469,433,370,355,460,600,364
"SPCC1902.01",736,538,990,228,232,231,662,507,777,291,854,671,682,581,778,712,951,883
"SPCC417.02",47,49,60,29,19,1,30,22,49,11,42,36,46,31,55,35,44,28
"SPNCRNA.1215",235,98,192,149,106,92,142,48,103,84,189,112,152,106,94,125,160,106
"SPNCRNA.1216",14,20,31,25,5,0,6,1,5,8,55,23,10,12,7,15,8,7
"SPCC417.05c",764,380,558,1639,748,674,2873,1297,1660,411,1551,772,847,559,510,840,908,495
"SPCC417.06c",2,0,1,14,1,0,4,0,3,0,4,4,0,0,1,0,0,0
"SPCC417.07c",459,303,467,257,198,109,329,247,335,262,594,434,519,359,363,478,404,478
"SPCTRNASER.11",422,120,236,378,210,105,371,122,178,112,395,268,350,245,170,324,216,188
"SPRRNA.05",3726,1253,2006,4377,2521,1493,5511,1874,2545,1414,5219,2419,3510,2675,1793,2948,3127,1823
"SPCC417.12",11,1,20,0,12,0,9,3,3,5,15,4,0,4,4,2,11,8
"SPCC417.16",357,325,363,346,142,217,835,413,560,179,610,493,466,290,364,414,499,291
"SPNCRNA.1218",24,8,19,92,7,9,34,12,13,12,33,14,17,13,6,7,25,8
"SPNCRNA.1219",1,0,0,4,0,10,2,3,0,6,10,12,0,1,0,0,1,0
"SPCC191.02c",3505,2602,3858,2631,1866,1793,2227,2164,2217,1095,2468,1921,2194,1784,2011,2103,2883,2313
"SPCC191.05c",101,35,41,51,30,25,53,45,53,39,129,84,42,36,41,36,56,33
"SPCC191.06",24,13,15,0,9,8,11,18,24,8,9,19,9,12,9,11,19,22
"SPNCRNA.1220",49,20,34,32,24,19,8,13,21,10,47,23,33,18,15,34,21,19
"SPNCRNA.1224",3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3
"SPCC1450.01c",108,63,129,6,27,57,121,64,96,61,166,117,97,82,70,58,90,66
"SPCC1450.03",628,295,521,688,328,179,295,118,188,243,592,390,527,472,309,499,553,370
"SPCC1450.04",25976,12516,16996,25062,13366,9734,19798,11708,11509,5850,17539,10371,15520,12029,9861,15482,16010,10589
"SPCC1450.05c",206,76,134,43,52,38,159,79,72,52,196,96,141,108,82,136,135,74
"SPNCRNA.1225",0,0,0,0,0,9,0,0,0,2,5,2,0,2,0,0,1,0
"SPCC1450.08c",11,0,2,0,1,1,1,0,0,1,2,3,6,1,5,0,7,0
"SPCC1450.11c",884,428,785,1212,583,469,1245,882,1124,335,1074,712,822,588,543,772,884,731
"SPCC1450.12",368,221,359,519,220,227,489,359,518,237,595,451,383,227,270,257,458,277
"SPCC1450.15",1390,616,967,1158,657,468,1089,525,542,411,1349,840,1066,614,667,871,1070,617
"SPCC1450.16c",528,235,362,498,209,173,401,320,340,115,328,221,260,241,218,387,310,271
"SPNCRNA.1227",171,78,112,137,44,21,57,38,90,36,137,76,45,40,35,53,46,36
"SPCC1442.01",132,52,92,99,47,32,68,49,32,40,110,121,157,85,86,102,87,94
"SPCC1442.03",613,338,568,846,398,333,1027,419,469,249,1057,576,647,478,394,611,703,414
"SPCC1442.04c",650,370,522,454,292,240,479,258,397,206,626,460,534,324,334,387,540,378
"SPCTRNASER.12",400,106,125,502,322,180,481,155,103,143,798,443,413,196,222,405,234,194
"SPCC1442.08c",390,207,355,445,260,189,369,258,279,181,541,394,426,330,272,392,456,310
"SPNCRNA.502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC1442.19",164,69,129,111,82,32,105,32,84,67,208,115,122,105,88,145,121,84
"SPNCRNA.503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC1442.12",421,229,273,281,186,213,274,202,218,111,440,219,286,146,183,246,299,161
"SPCC1442.13c",124,55,94,80,55,40,39,43,60,36,140,99,80,91,63,98,74,77
"SPNCRNA.1229",5,3,8,37,9,3,18,3,17,5,21,26,4,9,2,12,6,4
"SPCC1442.14c",494,284,452,542,265,351,461,380,484,206,705,422,447,290,303,401,459,326
"SPCC1442.15c",122,58,114,27,26,24,103,45,59,71,210,127,95,86,72,86,121,73
"SPCC1442.16c",825,376,625,709,385,484,830,323,410,301,1330,727,537,303,379,429,537,298
"SPNCRNA.1230",63,18,22,36,14,35,33,5,23,14,30,23,24,21,8,32,25,12
"SPCC1442.17c",56,28,48,101,9,4,21,19,46,21,62,49,29,24,44,45,38,25
"SPCC285.03",2347,1026,1546,2806,1102,877,1624,820,760,635,2038,1415,1617,1120,1027,1460,1702,1011
"SPNCRNA.1231",75,23,38,25,27,15,42,26,22,21,49,46,52,22,35,39,61,18
"SPCC285.04",318,131,228,263,189,39,279,152,144,186,585,340,221,153,154,183,301,166
"SPCC285.05",151,77,134,76,46,63,100,45,65,77,263,130,111,102,76,91,131,75
"SPNCRNA.1232",42,3,18,28,18,0,42,12,24,6,45,12,30,13,8,18,11,3
"SPCC285.08",882,410,670,743,451,312,792,476,570,262,1137,659,707,525,511,720,717,535
"SPCC285.09c",128,96,189,176,93,45,212,185,209,47,137,108,120,123,147,119,130,180
"SPCC285.10c",420,159,271,428,254,155,737,385,471,139,532,246,320,212,210,264,248,181
"SPCC285.11",380,183,306,347,188,201,491,301,380,117,517,293,238,129,184,205,300,177
"SPCC285.13c",1181,671,1076,545,321,294,738,413,435,366,1496,1010,931,781,688,924,913,842
"SPCC285.16c",1682,826,1417,1967,983,863,1657,875,1074,595,1919,1365,1591,885,995,1168,1418,946
"SPNCRNA.1235",153,77,136,33,48,18,24,12,27,44,101,92,72,28,45,52,57,55
"SPCTRNAHIS.04",3665,1161,1225,2631,3115,1028,4281,1588,823,1008,6798,4072,4227,2692,2636,3585,3978,1861
"SPCC1223.08c",4628,2605,3635,6586,2801,2351,4405,2739,2948,1534,4317,2616,4285,3868,2861,5210,4312,3752
"SPCC1223.10c",260,91,171,205,171,64,390,191,191,117,542,211,242,192,151,205,282,121
"SPCC1223.11",1670,769,1065,1611,786,601,1661,736,960,582,1956,1168,1271,939,749,1087,1330,791
"SPNCRNA.586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC1223.13",191,101,189,56,43,11,248,116,229,110,366,229,195,141,125,166,211,147
"SPNCRNA.1239",66,36,37,49,19,5,45,8,11,13,35,26,52,40,21,56,63,20
"SPNCRNA.1240",1,0,1,0,0,2,0,0,0,0,4,0,0,0,1,0,3,0
"SPCC297.04c",429,141,298,231,124,16,132,91,138,63,230,132,253,197,127,286,223,161
"SPCC297.06c",249,94,162,264,96,89,123,60,90,76,237,166,157,144,96,199,167,117
"SPCC737.05",228,95,164,123,107,100,223,122,216,69,323,212,140,87,118,167,166,91
"SPCC737.06c",629,237,434,393,247,161,559,177,265,206,946,447,529,303,272,401,426,249
"SPCC737.09c",1151,655,1019,770,482,449,1231,822,772,393,1385,758,934,636,616,865,861,676
"SPNCRNA.505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC74.09",25,20,28,0,7,10,72,37,52,3,23,10,16,14,16,18,25,24
"SPCC74.03c",1780,820,1198,2211,928,856,2610,1147,1475,700,2536,1340,1301,904,854,1259,1400,796
"SPNCRNA.506",12,6,10,0,6,0,0,3,0,2,6,6,5,10,3,6,10,5
"SPCC74.04",92,71,124,68,27,23,67,73,80,31,90,93,87,94,94,127,135,101
"SPNCRNA.508",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"SPCC74.06",3851,1681,2897,3132,1398,1002,2507,1113,1600,1149,3960,2396,2745,1879,1536,2377,2773,1933
"SPCC18.02",459,262,465,300,225,209,400,262,332,152,474,321,345,232,315,347,469,327
"SPNCRNA.1247",49,17,23,7,5,18,14,7,6,12,41,21,2,6,6,23,11,6
"SPCC18.03",753,471,745,730,371,238,563,437,658,464,1252,915,631,529,522,658,721,658
"SPCC18.05c",1754,737,1117,1233,849,600,697,302,352,429,1250,930,1248,931,728,1194,1245,704
"SPCC18.19c",0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
"SPNCRNA.1248",7,5,4,0,0,15,9,5,1,6,2,4,13,11,3,10,8,1
"SPCC18.07",348,187,262,247,187,121,263,143,218,121,353,221,248,196,234,274,361,232
"SPCC18.08",645,328,537,318,136,110,322,115,207,245,817,499,523,384,275,466,548,361
"SPCC18.11c",780,348,549,569,277,200,386,251,304,175,697,448,464,331,312,461,534,289
"SPCC18.12c",657,287,504,510,301,246,395,203,245,172,485,364,510,407,327,526,464,387
"SPCC18.15",661,304,425,496,258,196,692,355,358,215,707,415,486,363,331,460,533,373
"SPCC18.17c",752,310,468,791,323,255,268,196,169,188,685,389,479,377,228,430,440,285
"SPCC18.18c",709,543,890,923,587,443,744,832,949,380,1020,780,867,676,789,839,1144,875
"SPNCRNA.1251",9,12,15,1,0,5,0,2,2,4,3,8,15,5,5,14,9,5
"SPCC290.02",862,384,577,590,344,181,196,112,179,259,592,464,552,422,362,626,519,372
"SPNCRNA.1252",37,24,13,7,17,16,38,5,20,37,72,47,23,8,12,8,20,19
"SPCC4F11.03c",561,269,509,473,255,130,735,320,490,165,592,372,427,304,305,384,483,302
"SPNCRNA.1253",194,60,119,260,91,38,244,112,153,76,229,134,168,65,82,114,148,62
"SPNCRNA.587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCC4F11.05",32,7,12,3,17,9,5,5,12,6,23,12,23,9,10,14,11,11
"SPCC1906.01",5575,2778,4373,4319,2533,2302,2817,1877,1966,1923,5965,4074,4014,2437,2849,3427,4752,2565
"SPCC1906.04",17,4,10,43,7,20,9,13,25,3,12,5,3,7,6,1,8,5
"SPCC1739.02c",440,182,291,237,177,158,224,143,162,139,490,281,305,255,191,368,382,203
"SPCC1739.04c",290,131,279,394,196,222,546,305,336,100,389,256,212,165,149,241,254,153
"SPNCRNA.549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.1256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SPCC1739.09c",1737,701,1235,2627,1062,801,2237,888,1033,682,2608,1322,1710,1069,824,1507,1552,879
"SPCC1739.10",124,166,269,144,170,174,248,256,305,95,264,267,164,170,228,173,245,269
"SPCC1739.11c",410,228,457,172,104,47,231,147,151,243,575,403,396,281,272,353,352,313
"SPCC1739.13",21386,17305,26382,27776,16923,16330,17680,19702,24952,14191,28308,23305,12806,14240,13378,20088,20442,19656
"SPCC1739.15",46,35,25,12,33,0,59,17,17,15,30,15,17,14,15,20,9,17
"SPNCRNA.1257",20,8,29,14,3,6,2,8,2,5,11,10,30,14,13,9,16,15
"SPCTRNASER.13",88,36,91,170,87,37,114,26,51,41,192,93,138,109,83,104,111,61
"SPCTRNAGLN.06",755,241,310,774,494,306,975,375,444,344,1011,930,702,427,467,740,555,336
"SPCPB1C11.03",617,280,448,175,114,101,349,132,129,80,300,172,182,203,133,206,236,146
"SPCC576.01c",23,28,28,75,8,7,22,25,22,25,38,20,27,24,33,24,27,39
"SPCC576.19c",16,9,19,1,3,8,7,8,16,9,12,11,7,11,20,10,18,20
"SPNCRNA.1260",2,0,0,0,3,0,0,4,0,0,0,1,0,0,0,2,0,1
"SPCC576.04",184,109,210,219,130,87,555,277,336,104,390,205,175,115,141,171,227,145
"SPCC576.07",1694,706,1025,1483,703,376,1281,555,669,424,1892,1073,1230,822,626,1009,1165,765
"SPCC576.08c",10963,7665,10639,11601,7133,5754,8621,7944,8221,3803,8362,6396,9175,7998,8207,9614,11393,9403
"SPNCRNA.119",0,0,0,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"SPCC576.11",6198,4505,6538,6028,4145,2668,4239,4135,3949,2161,5269,3840,5163,4533,4382,5695,6863,5091
"SPCC576.12c",402,141,297,296,139,126,161,77,124,111,352,248,258,214,169,209,261,191
"SPCC576.15c",249,169,226,391,173,141,329,252,322,92,353,264,223,206,185,254,233,202
"SPCC576.16c",15,3,2,32,5,0,13,7,2,0,7,3,5,6,4,5,3,3
"SPCC126.01c",589,263,340,225,98,86,214,103,125,136,459,250,369,284,198,342,369,181
