,Glul,Sparcl1,Calm2,Cpe,Snap25,Ndrg4,Eef1a1,Ckb,Gng13,S100a5,Trak2,Omp,Kif5b,Sash1,Scd1,Mcf2l,Igfbp5,Nr2f2,Vtn,Frzb,Sorbs1,Timp3,Lpar1,Atf5,Npy,Sez6,Ccnd1,Tubb2b,Mest,Fmo1,Vim,Ahnak,Ptn,Id3,Baiap2,Ahcyl2,Kcnh3,Nudt4,Cldn5,Gja1,Igfbp7,Hmgcs2,Rgcc,Igf1,Gpt2,Foxd3,Unc13c,Prdx6,Rbfox3,Pmepa1,2310022B05Rik,Igfbp4,Psd,Dcn,Sh3pxd2a,Agt,Epas1,Gprin1,Ablim3,Aqp4,Bpifb9b,Mfap3l,Msi2,S100b,Ppfia1,Col1a1,Kcnj10,Plekhb1,Lrrc58,Icam5,Slc7a11,Ctxn1,B2m,Tmem132b,Gm13889,Plp1,Bpifb9a,Bgn,Phgdh,Hey2,Aspa,Prdx1,Igfbp2,Psat1,Cebpd,Gsn,Atp1a2,Abl2,Ifitm3,Kcnj4,Clca1,Cav1,Ccnd2,Slc4a4,Myo5a,Plce1,Rcn2,Bai2,Sox10,Necab2,Tax1bp3,Dpf1,Edil3,Nrep,Vstm4,Igf2,Rcn1,Wls,Camk2a,Prss23,2010300C02Rik,Trnp1,Tspan15,Tbc1d9b,Heyl,Pik3r1,Hbb-b2,Nnat,Fyco1,Ifi27l1,Mmd2,Tyro3,Fam163b,Fxyd6,Dab2ip,Lmo4,Fmnl2,Arpc1b,Bmp7,Aebp1,Limd2,S100a16,Slc13a4,Cnn3,Plekha4,Dcx,Yap1,Itm2a,Lamc1,Mdk,Dnajc6,Shisa9,Aldh1a1,Tnfrsf19,Srebf1,Slc17a7,Grasp,Rgs12,Eomes,Usp54,Shisa2,AI593442,Mt2,Zdhhc2,Cyp2j6,Kalrn,Camk4,Tshz2,Mapk8ip1,Ly6c1,Gm20594,Nfia,Col1a2,Akap12,Trh,Bag3,Fam131b,Ppp3ca,Rab3b,Arhgap33,Dtx4,Vat1l,Elovl5,Nmb,Pde5a,Lrp4,Arvcf,Scrib,Ogn,Slc38a3,Iqgap1,Col12a1,Pla2g16,Fam107a,Rasl10b,Thbs2,Phldb2,Foxo1,Tmod2,Col11a1,Sphk1,Bcl11b,Dab2,Serpine2,Camkv,Hlf,Gatm,Sp9,Rhobtb3,Gabrb2,Angptl4,Acbd7,Hadhb,Dlgap3,Fam3c,Efemp1,Aqp1,Cacng3,Syt7,Arhgap5,Prss56,Nppa,Aldh2,Hba-a2,Pip5k1c,Lcat,Desi1,Htra1,Zfp36l1,Snx18,Lrig1,Chl1,Slc35f1,Sox11,Sfrp5,Fam213a,Add2,Celf5,Cpne2,Rprml,Celf3,Cyp2a5,Slc2a1,Cav2,Wipf3,Arx,Serpinf1,Gabra5,Itpr3,Sat1,Ctsd,Igsf3,Spon1,Itga7,Jam2,Col9a2,Adcy2,Serping1,Ypel3,Ncan,Gabrg2,Reln,Alx3,Snn,Matn4,Prex1,Rps29,Ctnna1,Mycn,Islr,Vwa1,Mtss1l,Cdk17,Mrc1,Gria3,Fgfr1,Shisa3,Cald1,Hes5,Plscr4,Gfap,Plat,S100a6,Axl,Grb14,Baalc,Bcar3,Slc13a3,Ppfia2,Col16a1,Gnb2,Vsnl1,Rcan2,Cyp2j9,Pgbd5,Afap1l2,Tuba1c,Dlx1,Zfp36l2,Dclk2,Serpina3n,Adk,Fam212b,Fbln2,Dst,Zfp385a,Fibcd1,Tenm3,Gstm1,Id1,Wnt6,Apold1,Fads1,Cmtm5,Camkk2,Rab40b,Pcp4,Mbp,Vamp2,Atp1b1,Gpm6b,Slc1a2,Gad1,Hspa8,Gm1821,Scd2,Aldoa,Tspan7,Itm2b,Syt1,Hsp90aa1,Tubb2a,Tmsb4x,Atp5b,Atp5a1,Rtn3,Slc1a3,Ldhb,Rplp1,Apc,Nrgn,Cck,Camk2b,Ncdn,Gng4,Gpsm1,Penk,Cpne4,Nrsn1,Atp1a1,Syn1,Nrxn3,Aplp1,Ube2ql1,Grb2,Laptm4a,Dynll1,Sparc,Grin1,Prkca,Doc2g,Hpcal4,Lamp1,Cdhr1,Dbi,Tshz1,Pbx1,Egr1,Gabra1,Stxbp1,Gda,Snap91,Ppm1e,Agap2,Eno2,Sh3gl2,Psd3,Uqcrh,Fkbp1a,C1qtnf4,Rragd,Gapdh,Nat8l,Ctsb,Sncb,Celf1,Nrxn2,Cx3cl1,Mdh2,Dync1i1,Ttyh1,Ppp3r1,Scamp1,Calb2,Cbx6,Ncam1,Fscn1,Eif4a1,Bex2,Atp6v1e1,Kcnd2,Ap2m1,Pebp1,Cdk5r1,Rab3a,Rasgrp1,Abr,Sipa1l1,Rpl3,Ppp3cb,Hnrnph1,Mlf2,Tpt1,Chgb,Stxbp6,Eif5a,Cadm2,Dner,Mef2c,Rasl11b,Ptms,Eef1a2,Ywhaz,Ptpro,Clip3,Ubl3,Ywhaq,Slc32a1,Anks1b,Bin1,Pdhb,E030024N20Rik,Inpp5j,Ppp1cc,Ghitm,Dnm1,Rnf187,Trim9,Stmn1,Ypel5,Pnmal2,Gm5148,Tmsb10,Nap1l5,Slc22a17,Serinc3,Pgam1,Ywhah,Apoe,Fabp7,Apod,Ptgds,Kctd12,Beta-s,Sepp1,Marcks,Meis2,Nsg2,Ppia,Synpr,Tspan3,Dclk1,Mapk1,Dlgap1,Camk2n1,Arf3,Pcp4l1,Eif1,Map2,Cplx1,Mt1,Olfm1,Map2k1,H3f3a,Celf2,Cdr1,Map1b,2900097C17Rik,Purb,Atp2b1,Slc6a11,Aldoc,Gria2,Slc6a1,6330403K07Rik,Qk,Scg2,Cfl1,Meg3,Ywhag,Nptn,Calm3,Ptma,Rtn1,Stmn3,Hnrnpa2b1,Atp5g3,Cox4i1,Cd81
10.802x9.131,34,38,31,23,19,24,36,21,1,6,2,3,7,4,9,5,9,3,1,1,2,5,4,2,0,3,3,4,11,1,6,6,3,2,1,1,1,2,3,5,2,0,2,1,2,1,1,7,0,5,1,0,2,6,1,0,2,1,0,8,0,3,0,3,3,5,8,2,4,4,1,5,4,1,2,3,0,3,0,1,1,2,1,4,2,2,2,1,2,2,1,1,0,4,4,1,8,3,2,0,0,0,3,1,1,0,0,4,1,3,2,1,2,1,0,0,0,1,4,2,4,1,3,2,1,2,0,1,0,2,2,1,0,4,3,1,2,2,3,0,1,3,1,1,2,5,0,0,2,0,0,1,6,1,3,1,1,5,10,1,1,0,1,1,3,0,3,4,8,0,3,3,3,3,0,2,0,2,0,2,1,1,1,2,6,0,0,1,5,0,0,0,0,2,2,2,3,0,0,3,0,1,1,0,1,0,0,0,3,0,0,0,1,1,4,2,1,3,3,0,0,2,1,0,0,3,0,3,1,2,1,3,2,0,1,1,5,1,0,0,3,0,3,2,0,0,4,1,1,2,1,4,0,1,1,2,3,0,1,0,0,7,1,2,0,3,2,1,1,0,2,2,0,3,3,3,0,1,3,0,2,2,2,2,0,0,1,0,0,1,2,0,0,2,1,0,0,1,7,3,0,0,2,4,0,0,9,15,5,20,23,9,14,19,14,19,12,17,39,9,8,23,27,18,18,14,12,12,11,22,1,12,3,1,1,3,3,2,2,3,5,3,4,1,0,5,3,15,3,1,5,2,12,5,7,6,2,3,3,2,1,4,7,1,5,3,4,13,2,3,4,13,2,8,7,0,0,8,7,6,4,3,0,4,1,5,3,0,4,1,4,5,10,2,5,5,0,2,4,1,1,4,6,8,2,4,2,5,4,1,6,2,1,0,4,3,7,4,2,5,4,1,2,10,4,5,3,4,7,4,7,3,2,1,4,10,3,4,167,59,25,35,7,3,30,14,8,6,6,12,26,12,15,6,12,7,6,9,13,7,11,19,4,6,8,0,14,6,6,5,7,9,6,10,7,9,10,7,7,6,12,5,12,14,7,11,6,6,12
13.979x9.1,30,38,21,43,35,25,16,14,5,13,3,2,2,2,2,3,1,0,0,2,1,6,0,5,1,2,2,0,1,0,0,4,0,1,0,5,0,4,1,1,1,0,0,1,0,0,1,6,1,0,0,0,1,0,0,0,7,2,0,3,0,3,9,2,4,1,16,0,2,1,1,1,1,0,3,0,0,4,0,2,0,4,0,2,0,0,3,2,0,1,0,0,1,2,4,0,3,0,1,0,0,0,1,0,0,3,0,6,2,2,2,6,0,4,0,0,0,2,0,3,6,0,4,0,0,2,1,1,2,0,0,6,0,0,0,3,0,0,1,0,1,4,1,1,3,1,0,1,7,0,1,2,4,0,0,0,1,0,3,1,0,1,0,0,2,0,1,1,5,1,0,0,5,9,0,0,4,1,0,3,0,0,0,2,6,0,0,1,1,0,0,0,0,8,0,1,3,0,0,1,0,0,4,1,2,0,0,2,5,0,0,0,0,1,1,0,1,7,0,2,2,0,1,0,0,3,0,0,0,1,2,0,1,0,0,2,0,0,0,0,3,1,2,0,2,0,0,0,1,3,2,1,0,2,0,0,4,0,0,0,0,1,2,0,0,3,0,0,2,0,9,0,0,0,0,1,0,0,0,0,1,5,1,3,0,0,0,3,1,2,0,1,0,0,0,1,0,0,5,0,0,3,4,0,2,0,8,7,11,13,18,12,11,18,12,17,4,13,11,10,10,19,18,18,21,8,7,11,17,3,1,2,2,1,3,1,5,5,5,2,1,0,8,3,2,3,4,12,2,5,10,2,4,7,3,3,0,2,10,6,0,5,2,5,2,2,3,3,4,2,3,9,1,9,2,2,0,1,3,1,0,4,3,4,4,1,7,3,2,1,2,1,2,1,1,3,4,1,2,2,2,4,13,3,2,4,5,5,1,1,3,4,4,2,2,1,4,7,2,2,1,3,2,7,8,1,5,11,3,3,3,2,4,11,1,2,5,6,43,10,3,9,5,5,18,2,4,3,9,4,8,4,6,6,2,5,8,7,5,6,3,12,2,3,3,2,11,3,5,12,7,3,11,5,18,5,7,7,5,7,6,9,5,13,5,9,4,7,13
15.008x9.051,170,185,82,173,121,113,91,152,4,4,10,2,14,13,23,9,9,4,9,9,12,14,1,7,12,14,2,4,3,5,10,0,8,10,9,16,1,25,1,29,1,2,4,8,10,1,0,15,7,5,1,4,8,1,1,1,14,9,2,27,0,12,18,11,3,0,25,15,21,10,4,6,32,2,3,15,0,4,8,3,1,10,8,5,1,2,7,6,1,2,1,5,1,17,21,1,19,4,0,3,1,2,5,10,1,5,2,5,9,14,2,26,0,2,1,6,2,3,5,10,35,1,3,2,1,4,4,6,1,1,4,8,2,5,1,2,1,22,1,5,20,13,1,1,4,20,0,1,4,4,1,1,29,0,0,5,3,1,18,8,2,5,0,8,7,0,6,9,8,1,1,1,9,12,6,2,1,3,0,13,1,0,6,5,10,0,1,1,4,0,3,2,2,14,8,20,5,3,1,15,0,5,8,2,5,1,2,1,26,5,2,1,7,2,3,3,4,19,5,6,1,7,2,3,0,13,3,10,3,4,4,0,10,0,3,3,2,3,0,3,21,0,15,0,3,3,6,0,5,4,9,14,0,10,1,9,16,3,2,5,0,13,7,0,1,6,8,1,3,0,25,1,3,7,0,14,1,1,0,0,12,19,24,5,8,0,0,4,2,5,3,9,1,0,3,2,0,4,18,7,2,3,9,5,2,0,29,69,54,72,51,75,42,67,61,103,59,68,83,50,54,64,65,69,65,64,55,44,50,15,4,53,12,10,11,7,5,16,52,24,9,11,20,10,11,22,25,30,5,13,43,10,37,44,28,15,16,12,28,22,9,15,13,12,21,8,20,17,18,18,11,33,8,38,38,11,9,16,17,9,17,11,24,22,11,15,10,8,22,14,5,24,17,11,25,19,8,11,12,13,11,10,26,27,12,13,28,47,14,15,9,27,29,8,10,14,30,19,10,10,24,13,10,24,32,31,19,28,33,9,14,22,32,29,20,19,33,31,243,77,60,60,34,21,60,36,15,26,48,32,65,41,29,41,33,30,35,27,35,56,45,44,23,20,33,5,61,37,35,24,43,40,46,32,63,38,43,35,22,41,41,31,32,58,40,40,38,44,45
15.949x9.027,129,133,51,150,84,85,90,119,2,4,3,3,7,9,13,7,2,0,6,1,15,7,3,3,9,6,3,10,3,3,6,3,2,17,8,8,0,4,2,27,1,1,4,4,5,0,0,31,5,0,4,1,2,0,0,2,24,6,3,20,0,4,23,6,5,1,15,10,16,2,4,10,17,0,14,18,0,1,4,1,4,6,10,8,0,6,12,4,3,6,4,1,0,13,14,2,19,0,0,1,1,1,2,2,0,4,2,2,5,6,4,13,1,2,0,3,0,2,0,5,15,2,2,3,1,8,4,1,1,0,2,3,2,4,0,5,6,12,3,1,11,12,1,0,2,12,0,1,4,5,0,7,23,1,0,1,0,4,8,8,0,2,0,2,11,1,3,5,19,3,1,0,8,7,7,7,0,1,2,3,1,0,0,3,5,1,0,1,9,2,0,0,0,19,2,7,5,0,1,11,0,1,4,2,3,0,2,0,13,1,0,1,5,0,2,1,2,15,2,0,0,1,1,0,0,20,2,6,2,2,2,0,5,1,2,6,3,1,0,5,7,1,2,0,7,0,2,2,3,6,12,20,1,9,1,6,9,2,1,4,3,12,12,0,2,6,2,0,3,0,11,0,0,7,0,8,1,2,0,0,7,34,6,1,1,1,7,5,2,5,0,12,0,0,3,1,0,6,14,1,0,6,7,2,2,6,19,43,36,56,71,54,32,30,46,72,35,50,46,46,39,49,42,59,60,52,54,45,53,21,5,32,7,3,1,4,10,10,35,10,5,9,17,13,7,16,13,18,6,13,19,4,31,13,26,14,9,4,17,7,1,25,14,11,13,10,3,14,9,9,6,11,6,13,21,10,10,3,14,13,28,3,4,49,9,7,10,8,22,13,5,14,22,9,14,6,17,8,5,4,19,13,18,16,3,5,13,9,13,8,11,17,9,9,8,10,17,15,3,9,4,4,8,16,32,14,14,10,26,5,9,9,24,18,10,23,24,22,249,59,34,44,28,16,32,35,21,14,15,37,49,28,28,29,20,24,15,9,27,24,61,42,20,17,32,12,39,32,31,13,44,41,16,32,40,27,33,35,36,37,19,14,24,27,16,41,12,31,44
15.944x10.075,98,175,136,144,139,170,122,112,2,7,7,4,7,8,12,7,4,6,2,6,11,7,6,1,10,4,0,16,8,2,1,1,3,2,7,3,2,12,1,18,5,1,3,3,1,0,0,8,10,4,1,1,6,0,1,0,14,9,10,8,0,6,6,13,2,0,25,7,11,8,0,8,8,4,17,4,1,1,2,1,1,5,4,6,0,4,8,2,1,18,1,1,1,8,30,2,25,8,0,0,0,5,6,9,0,4,1,2,10,8,3,22,3,9,0,6,1,1,0,6,11,3,14,2,1,6,6,1,0,1,2,3,0,6,1,7,1,4,0,2,23,8,1,1,0,38,1,4,4,5,0,3,17,4,2,4,2,1,12,6,1,6,0,1,4,1,13,2,17,3,0,3,9,13,0,5,0,1,0,15,2,0,0,5,15,1,0,1,11,0,1,2,0,15,8,11,3,3,1,23,0,0,0,6,2,0,0,0,28,0,1,0,2,1,15,1,11,14,2,7,0,1,0,1,0,12,8,4,1,0,11,0,7,1,8,2,1,9,0,0,16,6,4,2,8,2,5,0,9,7,20,27,0,21,0,10,9,1,0,0,2,7,6,0,12,9,6,1,0,0,6,2,1,4,0,6,1,1,6,1,17,10,19,4,6,0,6,3,0,3,0,8,0,0,8,5,0,11,0,0,0,4,10,2,10,4,47,43,85,181,45,65,69,83,43,85,69,92,102,71,62,90,67,91,88,61,50,65,67,31,5,31,18,31,3,11,15,9,24,28,16,36,31,18,7,26,16,16,15,17,57,25,29,58,16,18,18,17,67,36,13,31,15,22,30,30,21,32,24,12,24,29,25,23,32,15,24,20,22,17,30,22,9,42,16,7,10,21,29,51,23,17,36,16,28,19,18,15,16,15,17,16,20,36,26,8,28,45,25,16,13,30,21,19,4,11,35,13,8,18,12,25,25,33,39,21,24,25,29,18,15,11,17,20,21,15,24,42,163,43,27,63,27,22,51,26,28,28,50,45,49,29,48,50,34,36,55,33,50,88,30,65,28,22,28,33,79,73,19,32,24,21,46,31,31,31,54,61,36,65,28,50,22,47,39,45,33,48,17
15.002x11.082,80,64,124,86,120,146,105,107,1,2,2,5,9,4,7,5,6,3,3,1,10,0,1,0,6,25,1,14,2,0,3,0,2,1,15,7,13,9,2,10,1,2,1,1,3,0,0,9,8,1,4,0,7,1,0,0,3,20,4,8,0,4,3,10,1,1,15,12,20,24,1,25,6,1,20,25,0,0,2,0,2,13,2,3,1,1,7,20,0,10,4,3,0,12,12,1,9,4,0,6,3,3,2,4,0,2,1,0,9,4,8,8,0,8,0,1,1,1,1,2,18,1,21,0,0,7,2,2,0,0,10,0,0,6,0,7,0,3,1,0,19,3,3,0,1,5,2,9,2,1,0,1,2,0,0,13,3,0,4,4,0,2,0,2,4,0,11,8,2,3,1,0,6,3,0,1,0,1,0,7,2,1,1,2,11,1,1,3,9,0,0,4,1,13,14,5,2,7,0,11,1,0,2,17,8,0,0,1,5,1,0,0,6,1,14,1,25,5,4,1,8,0,3,1,0,5,2,17,4,10,7,0,8,2,13,9,0,12,0,0,9,4,1,1,3,1,5,2,21,5,3,2,0,11,1,3,6,0,0,2,1,8,14,0,9,2,1,0,4,0,5,2,0,2,1,13,1,1,0,0,19,10,11,2,17,0,5,14,2,2,0,5,0,0,4,2,0,6,7,2,0,0,6,0,10,6,84,72,65,101,42,65,117,95,73,65,78,74,113,30,71,70,110,77,85,53,36,49,56,33,26,8,41,40,27,28,16,26,25,42,20,33,30,16,34,8,35,19,20,31,12,18,17,3,15,24,13,25,10,40,12,25,24,21,41,15,43,17,35,28,24,47,12,24,14,16,18,27,19,16,11,15,14,17,13,12,26,22,32,31,17,12,25,25,24,23,23,22,11,11,21,13,27,19,22,14,13,24,32,27,21,32,15,21,22,26,19,16,17,23,16,9,23,20,37,22,25,26,12,23,22,35,12,10,17,18,30,50,161,32,34,44,15,11,31,33,55,35,40,37,26,45,43,47,65,42,63,43,28,61,34,21,54,34,36,11,43,17,36,40,14,10,42,27,25,16,55,29,20,46,35,51,28,34,16,60,22,62,18
15.004x10.067,107,151,129,184,146,130,97,109,3,4,8,1,10,8,11,11,12,4,2,6,3,1,1,3,5,10,1,13,2,2,4,3,1,4,1,17,3,3,4,25,2,0,2,3,1,0,0,13,7,0,1,1,14,0,0,0,11,11,9,12,0,9,11,10,2,2,21,4,15,9,4,2,13,1,3,10,0,4,1,1,2,17,3,4,1,4,6,3,0,9,0,2,1,7,26,0,27,0,2,0,2,2,6,6,2,7,0,1,9,1,5,19,0,1,0,2,4,1,1,2,20,1,17,5,1,3,2,1,3,0,7,3,0,8,1,3,0,8,0,3,30,7,1,0,7,42,3,0,9,3,0,7,11,0,2,7,0,0,21,6,1,7,0,1,3,1,6,6,27,0,0,0,8,24,0,4,0,4,2,11,2,1,8,10,18,0,0,1,16,0,1,5,0,28,16,9,3,9,1,27,1,0,15,11,5,2,3,3,23,4,1,2,0,1,10,3,10,17,0,0,3,3,4,1,0,13,8,15,0,1,2,0,7,1,12,3,2,3,4,1,4,3,4,0,12,1,8,2,13,3,19,41,0,8,0,5,13,2,0,1,8,6,5,0,11,4,9,2,4,0,9,0,0,1,2,22,3,3,6,0,8,5,25,6,3,1,4,6,0,2,2,13,0,1,12,5,0,6,7,1,0,1,8,3,19,5,49,46,52,128,55,81,74,73,48,85,73,68,118,91,79,74,71,84,50,66,46,69,64,18,8,29,17,14,13,8,9,16,23,36,18,26,32,13,11,29,23,29,8,14,67,11,22,49,31,16,12,8,70,39,4,28,32,22,26,19,31,18,9,21,9,30,14,28,39,20,21,23,12,17,16,19,15,27,8,11,14,9,19,40,20,17,27,16,31,40,16,12,15,12,12,17,17,40,12,20,26,48,17,15,16,31,18,17,16,16,33,11,12,17,10,19,18,26,21,32,26,28,16,9,15,8,38,22,28,19,41,48,161,59,18,65,23,13,59,40,27,29,67,23,38,48,46,45,30,33,29,37,45,53,50,76,24,20,29,32,78,62,27,19,22,25,34,43,18,16,49,25,21,57,34,42,25,38,61,42,36,55,36
15.968x11.107,84,54,157,100,162,132,143,138,3,5,7,0,13,3,10,6,3,1,2,6,4,4,3,1,4,26,0,23,5,1,4,8,0,2,14,5,4,15,2,13,2,0,1,1,1,1,1,8,21,0,1,1,18,1,2,2,12,13,15,7,0,5,6,6,5,1,5,24,13,28,2,17,5,0,14,34,1,1,4,0,3,7,8,5,2,5,1,12,0,15,0,2,0,9,9,0,22,13,3,5,1,4,12,15,2,2,0,3,12,2,18,3,2,7,0,4,0,0,1,4,6,10,30,2,0,2,3,0,0,0,6,2,1,7,0,11,0,11,1,0,7,2,1,0,4,6,6,4,1,0,0,1,20,0,1,11,6,2,6,2,0,1,2,1,2,0,8,8,5,5,0,1,14,2,0,2,1,3,0,3,0,0,0,4,26,0,0,2,3,0,1,10,0,7,9,7,9,10,2,4,0,0,6,20,0,1,2,2,4,0,1,0,2,0,12,1,19,9,2,1,0,2,0,5,0,9,11,20,1,11,8,1,5,0,19,11,0,7,0,0,8,3,0,1,8,3,7,1,17,0,8,3,0,15,0,3,15,2,0,0,1,12,15,0,6,9,1,0,1,0,8,6,0,4,1,11,1,0,13,0,13,11,9,2,5,0,9,10,6,7,1,9,1,0,5,0,2,10,6,0,0,5,16,1,13,7,107,197,91,143,35,45,101,150,69,98,61,61,100,55,70,67,79,81,67,43,16,54,55,43,44,8,33,33,33,36,41,52,21,48,20,24,42,34,18,17,33,31,27,40,5,36,23,6,27,23,25,33,15,32,24,32,38,31,42,27,24,12,28,36,21,39,13,26,12,10,41,32,26,22,21,32,19,23,21,24,30,19,19,34,30,20,33,22,35,31,17,12,7,22,25,27,40,12,27,35,16,21,25,22,17,22,17,19,19,46,32,33,29,17,24,26,29,31,38,36,32,37,21,28,23,13,10,15,31,28,20,49,148,30,29,54,17,16,32,54,53,65,58,61,41,68,54,65,91,61,94,49,44,55,30,38,61,50,50,15,29,19,36,50,31,26,44,34,46,41,35,51,37,32,47,37,33,31,38,48,39,44,53
13.095x11.07,109,142,63,121,63,91,58,102,1,8,2,2,9,9,12,3,15,3,2,2,13,8,1,1,1,4,0,6,1,2,4,1,6,5,4,2,3,5,1,24,3,0,0,4,4,0,0,17,1,1,6,0,5,1,2,0,15,2,4,10,1,8,18,6,1,0,33,6,17,4,2,3,9,0,3,9,0,0,4,0,0,6,9,5,0,6,17,7,1,3,0,3,0,13,12,0,32,1,1,4,3,2,3,6,0,5,3,3,7,9,2,16,0,0,3,3,2,6,0,1,23,1,8,2,2,0,2,0,0,1,1,5,1,3,0,3,3,10,2,5,22,9,9,4,2,18,1,3,12,1,0,0,16,0,3,4,3,4,9,4,1,0,1,0,7,2,1,5,19,3,0,1,7,5,0,4,1,3,1,9,0,0,0,11,22,0,0,1,0,0,0,0,1,25,5,6,2,2,0,4,0,1,2,0,12,0,0,0,7,1,1,0,4,0,2,4,3,18,2,5,1,2,4,4,0,9,4,5,1,0,2,0,5,1,5,3,2,6,0,2,11,5,5,2,6,1,2,1,7,8,8,3,0,0,0,11,8,4,0,2,3,5,2,0,6,5,7,5,2,0,10,0,2,2,1,8,1,8,7,0,5,6,5,2,4,0,1,5,2,1,0,7,1,0,4,2,0,2,17,1,0,3,10,5,1,2,29,50,42,54,39,50,22,51,19,52,36,75,48,31,30,29,36,41,41,31,63,45,47,10,2,38,9,7,1,4,6,10,19,11,8,5,22,12,7,24,12,14,9,4,39,7,19,35,22,4,2,8,17,18,6,16,12,10,22,11,15,10,12,6,5,8,14,30,12,8,16,10,33,4,24,7,11,10,6,5,12,1,13,9,10,7,13,8,21,18,7,6,7,10,16,9,17,12,5,4,15,18,13,6,12,14,5,4,14,11,10,3,3,10,10,11,8,12,14,8,14,15,19,2,9,12,9,5,13,18,19,23,206,48,11,41,9,9,52,29,18,9,28,12,44,6,23,15,20,18,19,11,36,33,30,33,10,6,16,11,40,28,27,21,40,30,24,45,21,29,24,24,16,29,29,23,18,35,19,23,20,34,50
13.98x11.112,62,89,52,103,68,76,51,85,2,5,9,3,2,5,9,4,2,0,1,1,7,7,0,2,5,3,0,10,1,0,1,2,2,2,4,4,1,3,3,8,2,1,3,1,1,0,1,9,1,0,3,0,5,3,0,0,1,3,1,7,0,2,7,17,2,0,12,2,5,9,1,0,8,1,5,7,0,0,2,1,0,8,2,3,1,4,12,3,1,4,0,1,0,6,12,0,16,1,0,2,1,3,5,1,0,2,0,1,4,6,4,7,0,0,0,3,2,1,0,6,12,3,8,1,0,1,0,0,0,0,6,5,1,4,0,1,0,6,1,1,14,4,0,0,0,12,0,3,4,1,1,1,10,0,1,5,2,2,17,3,1,2,0,0,2,0,4,4,6,0,0,0,4,10,1,2,1,2,0,7,2,2,2,2,14,0,0,1,10,1,1,0,0,20,1,4,2,2,1,10,0,0,4,6,2,1,3,0,6,5,0,0,4,1,5,3,7,6,0,3,1,0,0,2,0,4,2,2,0,1,1,1,4,1,0,1,0,3,1,1,5,1,3,1,8,1,4,1,4,3,4,12,0,10,0,6,7,0,2,1,1,1,3,0,7,1,5,0,1,0,1,1,0,3,1,10,0,3,3,4,4,4,3,2,2,0,5,3,1,2,1,4,0,0,9,1,0,1,12,1,0,3,10,1,4,0,21,69,47,32,29,74,23,37,27,50,31,55,52,30,32,29,46,46,27,29,33,33,52,10,1,15,8,12,3,3,6,8,21,24,4,20,15,11,5,7,16,20,3,4,35,6,10,16,6,6,7,6,13,20,5,19,9,11,13,5,6,11,8,11,9,11,8,24,21,2,8,10,21,7,15,7,0,14,13,6,7,8,15,8,6,11,13,7,28,9,9,8,16,10,4,5,13,14,11,17,3,20,11,3,7,17,1,5,2,5,20,6,5,14,2,6,10,14,16,8,14,12,11,12,7,31,18,8,9,6,14,17,91,32,24,45,11,2,33,31,16,18,17,21,27,25,14,22,28,16,22,22,26,46,31,41,13,16,14,35,38,41,26,9,27,24,25,18,10,23,13,33,10,27,23,19,19,30,25,18,12,24,25
13.044x10.102,91,106,38,96,35,20,54,64,8,15,6,8,18,5,5,8,3,5,3,1,4,11,3,1,3,2,3,3,1,2,13,0,0,10,3,3,0,5,2,10,1,1,1,1,1,1,1,8,1,4,2,0,3,1,2,1,15,2,1,8,0,2,12,4,1,0,13,3,18,2,0,1,8,3,3,3,0,2,2,0,0,3,0,2,0,3,2,0,0,3,1,1,0,17,5,0,21,2,0,3,0,3,2,0,1,5,2,0,2,22,1,4,1,2,1,4,1,1,2,2,15,1,8,4,0,1,2,1,0,0,8,2,2,10,0,1,1,8,2,4,2,6,8,1,2,14,0,1,5,1,0,0,10,0,5,6,0,1,8,11,1,2,0,1,3,0,5,1,6,1,0,0,5,9,4,1,0,3,0,8,0,0,4,9,3,0,0,4,3,0,0,3,0,11,4,1,1,0,0,1,0,1,4,0,2,0,0,0,5,0,0,1,2,0,1,6,2,9,1,2,1,0,1,3,0,14,2,2,0,1,1,0,12,0,0,1,2,3,0,4,4,0,1,0,0,0,1,1,2,5,4,7,1,0,1,6,3,0,0,9,5,8,4,0,6,0,2,1,10,0,11,1,0,4,0,7,1,0,2,0,3,4,5,1,0,0,3,3,1,0,0,10,0,0,11,2,0,1,8,0,0,4,4,2,2,0,8,34,20,11,43,34,18,26,16,39,17,24,31,18,9,23,32,26,21,30,47,21,17,10,6,9,5,3,1,1,3,4,13,6,6,2,8,7,7,6,10,8,2,2,18,0,21,7,9,5,2,2,10,10,3,6,5,3,10,2,11,12,4,6,3,9,2,12,10,1,2,12,9,3,11,4,2,22,7,2,1,3,6,8,5,3,12,4,8,4,2,6,7,7,7,4,25,8,1,3,7,12,4,1,6,7,2,0,6,4,8,3,4,7,3,2,1,6,8,4,10,7,5,2,5,8,1,8,4,4,10,12,131,29,23,26,8,3,28,16,11,6,9,15,25,4,8,12,16,11,7,3,27,10,18,11,13,21,6,1,24,6,9,12,27,8,10,17,15,14,12,20,12,9,6,12,13,7,17,15,16,21,17
