gene,sv_genes_gpcounts,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde
BC037032,,,2.41E-07,0.000964011
Emp1,,,2.41E-07,0.000964009
Sdhaf1,,,2.41E-07,0.00096401
Dcp1a,,,2.36E-07,0.000964009
Snord17,,,2.36E-07,0.000964011
Irf9,,,2.34E-07,0.00096401
Kdm4c,,,2.33E-07,0.000964007
Tcf3,,,2.32E-07,0.000964011
Prr9,,,2.31E-07,0.000966073
Abcb5,,,2.29E-07,0.333128099
Gnat2,,,2.29E-07,0.174958491
Fancd2,,,2.26E-07,0.000964011
Ankfn1,,,2.23E-07,0.003896423
Gm13845,,,2.23E-07,0.00096401
Alpk3,,,2.17E-07,0.00096401
Rnd1,,,2.14E-07,0.000964008
Exd1,,,2.13E-07,0.00096401
C030018K13Rik,,,2.10E-07,0.000964011
C130083M11Rik,,,2.09E-07,0.00096401
Usp37,,,2.08E-07,0.000964009
Polm,,,2.07E-07,0.000964011
Tnfrsf25,,,2.05E-07,0.073923107
Trp73,,,2.05E-07,0.654217308
Mospd1,,,2.03E-07,0.000964008
Pcdha3,,,2.03E-07,0.000964011
Bpifb4,,,2.02E-07,0.000964009
Spred2,,,2.02E-07,0.000971065
Zbtb43,,,2.00E-07,0.183512273
Pusl1,,,1.99E-07,0.788723156
Rel,,,1.99E-07,0.000964011
Ndst3,,,1.95E-07,0.240156678
Ppp1r12b,,,1.92E-07,0.000967028
Dmrta1,,,1.91E-07,0.00096401
Cog1,,,1.90E-07,0.000964011
Gm9895,,,1.90E-07,0.000964011
Kctd6,,,1.90E-07,0.000964011
Ppip5k2,,,1.90E-07,0.000964006
Rnf185,,,1.90E-07,0.000964011
Apoc3,,,1.88E-07,0.000964011
Apaf1,,,1.86E-07,0.053509814
Pura,,,1.85E-07,0.00096401
2010308F09Rik,,,1.83E-07,0.000964011
Pars2,,,1.83E-07,0.041010053
Cd36,,,1.82E-07,0.00096401
Sacs,,,1.82E-07,0.00096401
9530051G07Rik,,,1.81E-07,0.000964008
Galnt9,,,1.81E-07,0.000964008
6030407O03Rik,,,1.80E-07,0.019346683
Efna1,,,1.78E-07,0.000964011
Umps,,,1.78E-07,0.000964008
1700001L05Rik,,,1.77E-07,0.000964011
Ppig,,,1.77E-07,0.120622021
6430710C18Rik,,,1.76E-07,0.00096401
R3hcc1l,,,1.74E-07,0.000964008
Rffl,,,1.74E-07,0.00096401
Krba1,,,1.73E-07,0.000964009
Snora69,,,1.71E-07,0.000964011
Necab1,,,1.70E-07,0.00096401
Fkbp10,,,1.69E-07,0.000964005
1700055N04Rik,,,1.67E-07,0.000964011
Gab3,,,1.66E-07,0.186247766
Zfp53,,,1.64E-07,0.021301474
Noxred1,,,1.63E-07,0.000964011
Mark4,,,1.61E-07,0.000964014
Snora15,,,1.61E-07,0.00096401
Wwc2,,,1.59E-07,0.000964009
4930515L03Rik,,,1.55E-07,0.000964011
Lrrc48,,,1.55E-07,0.632703207
Kcnh8,,,1.54E-07,0.878925755
D330041H03Rik,,,1.53E-07,0.000964011
Pon1,,,1.53E-07,0.000964011
Mid1,,,1.52E-07,0.000964009
Ppef1,,,1.52E-07,0.000964716
2010015L04Rik,,,1.50E-07,0.000964007
Aen,,,1.49E-07,0.000964009
Mavs,,,1.49E-07,0.000964009
Slc26a7,,,1.49E-07,0.000964011
Saal1,,,1.47E-07,0.000964009
Galnt12,,,1.46E-07,0.001579029
Spsb1,,,1.44E-07,0.000964007
Vmn2r1,,,1.42E-07,0.000964011
Caln1,,,1.40E-07,0.00096401
Ern1,,,1.40E-07,0.00096401
Taco1,,,1.40E-07,0.000964009
Atp6v1c2,,,1.38E-07,0.00096401
Fbxl8,,,1.38E-07,0.000964011
Gas2l3,,,1.38E-07,0.000964009
Spa17,,,1.38E-07,0.178720327
Zfp617,,,1.38E-07,0.000964011
Adra1a,,,1.37E-07,0.000964011
Ankrd23,,,1.37E-07,2.887582609
Atg4a,,,1.37E-07,0.007497431
Clec4a2,,,1.34E-07,0.000964009
Ptpn18,,,1.34E-07,0.302144532
Cd151,,,1.32E-07,0.000964009
C2cd4c,,,1.31E-07,1.051425079
Rarres2,,,1.31E-07,0.000964011
Abca6,,,1.30E-07,0.00096401
Kctd21,,,1.30E-07,0.344351973
Qsox1,,,1.30E-07,0.000964008
Slc17a8,,,1.30E-07,0.116205316
Hist1h2bh,,,1.29E-07,0.000964011
Gpr21,,,1.27E-07,0.000964007
Uba1y,,,1.26E-07,0.003627621
Ddx27,,,1.25E-07,0.00096401
Nxf7,,,1.25E-07,0.000964011
Tti1,,,1.23E-07,0.000964007
1190005I06Rik,,,1.22E-07,0.065696502
Akr1c18,,,1.22E-07,0.000964007
Trim56,,,1.22E-07,0.000964011
Grhl2,,,1.21E-07,0.000964011
Rnd2,,,1.21E-07,0.00096401
Rgs13,,,1.20E-07,0.00096401
Tcerg1l,,,1.20E-07,0.002554413
D830031N03Rik,,,1.19E-07,0.00096401
Uts2,,,1.19E-07,0.000964011
Lrrc32,,,1.18E-07,0.000964007
Odf4,,,1.18E-07,0.011592947
Pabpc5,,,1.18E-07,0.00096401
Rmdn2,,,1.17E-07,0.722978818
Adra1d,,,1.14E-07,0.000964005
Mir3967,,,1.14E-07,0.000964011
Nutm1,,,1.13E-07,0.000964011
Cpb1,,,1.12E-07,0.012611086
Gm1976,,,1.12E-07,0.000964011
Hnf1b,,,1.10E-07,0.00096401
Nup88,,,1.10E-07,0.00096401
Gpr62,,,1.09E-07,0.051602826
Tmem27,,,1.04E-07,0.000964011
Gm13034,,,1.03E-07,0.000964011
Mertk,,,1.03E-07,0.00096401
Cdr2,,,1.01E-07,0.000964009
Def8,,,1.01E-07,0.031905427
Jrk,,,1.01E-07,0.000987045
Hmcn1,,,9.97E-08,2.132887902
Rho,,,9.95E-08,0.000964011
Gdpd4,,,9.91E-08,0.00096401
1700019D03Rik,,,9.74E-08,0.125465612
C1rl,,,9.74E-08,0.000964011
Mtl5,,,9.58E-08,0.000964011
Ttpa,,,9.56E-08,0.00096401
Htr2a,,,9.51E-08,0.000964011
Magix,,,9.31E-08,0.000964011
Traf6,,,9.28E-08,0.000964011
9430021M05Rik,,,9.27E-08,0.000964011
Tph1,,,9.11E-08,0.000964011
Tmprss11d,,,9.07E-08,0.000964011
Bdh2,,,9.02E-08,0.000964011
Nfatc2ip,,,9.00E-08,0.000964011
Atg4d,,,8.93E-08,0.154515187
Foxred1,,,8.89E-08,0.000964007
Nrap,,,8.77E-08,0.00096401
Lpl,,,8.71E-08,0.013825885
Phf11b,,,8.61E-08,0.000964011
Myh6,,,8.46E-08,0.000964009
Acpp,,,8.44E-08,0.000964011
Fcgr4,,,8.44E-08,0.000964011
Gata6,,,8.44E-08,0.000964011
Olfr1204,,,8.44E-08,0.000964011
Myo3b,,,8.43E-08,0.435007367
Daw1,,,8.42E-08,0.000964011
4932438H23Rik,,,8.35E-08,0.000964011
Klb,,,8.35E-08,0.000964011
Wdr19,,,8.35E-08,0.000964015
Rrad,,,8.33E-08,0.204813865
Mycbpap,,,8.25E-08,0.000964008
Cnfn,,,8.23E-08,0.000964011
Tdrd5,,,8.20E-08,0.000964011
1110002L01Rik,,,8.19E-08,0.000964008
Unc45b,,,8.07E-08,0.000964009
Rrh,,,8.06E-08,0.410660816
Xkr8,,,7.95E-08,0.000964009
Adamts9,,,7.80E-08,0.00096401
Khdrbs2,,,7.78E-08,0.000964011
9530036O11Rik,,,7.71E-08,0.000964011
Cct4,,,7.71E-08,0.798007246
Rasl11a,,,7.70E-08,0.000964009
Armcx6,,,7.69E-08,0.000964009
Hnrnpul1,,,7.67E-08,0.00096401
Tmem79,,,7.62E-08,0.000964009
Helz2,,,7.44E-08,0.336740137
Trim43a,,,7.38E-08,0.000964011
Zfp185,,,7.38E-08,0.337509437
Opn1sw,,,7.37E-08,0.000964011
Gpr18,,,7.28E-08,0.000964011
Nxnl2,,,7.27E-08,0.000964011
Olfr1030,,,7.24E-08,7.320657776
Med19,,,7.04E-08,0.000964008
Cep152,,,6.93E-08,0.00096401
Lrtm1,,,6.90E-08,0.000964011
Oplah,,,6.71E-08,0.000964009
Lcp2,,,6.67E-08,0.000964011
Grin2d,,,6.53E-08,0.000964011
Ap4m1,,,6.40E-08,0.00096401
Il4i1,,,6.37E-08,0.00096401
Itih3,,,6.37E-08,0.036727146
Gm10033,,,6.30E-08,0.000964006
Zfp11,,,6.26E-08,0.000964008
Gnl3l,,,6.23E-08,0.000964007
Akr1b8,,,6.12E-08,0.000964011
Pcdhgb5,,,6.04E-08,0.000964011
Fzd10,,,5.84E-08,0.00096401
Fam117a,,,5.73E-08,0.000964009
Ly6k,,,5.70E-08,0.000964011
Cd79b,,,5.60E-08,0.291258159
Syde2,,,5.54E-08,0.000964009
Havcr2,,,5.40E-08,1.149422581
Tmem67,,,5.40E-08,0.000964011
Fmo2,,,5.34E-08,0.000964011
Speer4b,,,5.25E-08,0.000964011
Atf7,,,5.21E-08,0.000964011
Airn,,,5.13E-08,0.00096401
Rslcan18,,,5.02E-08,0.000964011
Fam69c,,,5.00E-08,0.000964009
Obscn,,,4.98E-08,0.000964011
Gm3230,,,4.94E-08,0.185096477
Sema6c,,,4.88E-08,0.00096401
Adamtsl2,,,4.84E-08,0.00096401
Xylt1,,,4.81E-08,0.00096401
Scgn,,,4.71E-08,0.005141048
Il16,,,4.68E-08,0.000964101
Has1,,,4.58E-08,0.00096401
P2rx1,,,4.57E-08,0.130143205
Alkbh4,,,4.53E-08,0.000964009
Dach1,,,4.31E-08,0.000964011
Ska1,,,4.28E-08,0.000964011
Zdhhc23,,,4.26E-08,0.00096401
Tnni2,,,4.19E-08,0.000964011
Tmem255b,,,4.17E-08,0.129471993
Rims3,,,4.10E-08,0.000964011
1700028P14Rik,,,4.09E-08,0.000964011
Mei1,,,3.90E-08,0.000964008
Gm5577,,,3.86E-08,0.022310071
Lsmem1,,,3.72E-08,0.000964009
4930515B02Rik,,,3.70E-08,0.000964011
Cchcr1,,,3.66E-08,0.00096401
Gabrg1,,,3.61E-08,0.000964011
3110001I22Rik,,,3.58E-08,0.00096401
Iltifb,,,3.55E-08,0.000964011
1700013H16Rik,,,3.51E-08,0.000964011
Zfp941,,,3.47E-08,0.000964007
2010109I03Rik,,,3.46E-08,0.000964011
2610524H06Rik,,,3.45E-08,0.000964011
1500002O10Rik,,,3.44E-08,0.000964011
Cep112,,,3.44E-08,0.000964008
Zfp61,,,3.29E-08,0.000964008
Ccdc25,,,3.09E-08,0.000964008
Gp49a,,,3.08E-08,0.000964011
Htatip2,,,3.02E-08,0.001102171
Cfb,,,2.98E-08,0.000964011
Farp2,,,2.97E-08,0.000964011
2410057H14Rik,,,2.82E-08,0.000964011
Mir350,,,2.77E-08,0.00096401
Hkdc1,,,2.73E-08,0.000964009
Fes,,,2.67E-08,0.00096401
Olfr935,,,2.64E-08,0.00096401
Mir692-1,,,2.50E-08,0.00096401
Prom2,,,2.28E-08,0.000964011
Ngb,,,2.02E-08,0.00096401
Nhlh2,,,2.02E-08,0.000964011
Zfp60,,,2.00E-08,0.183844723
Cdh22,,,1.97E-08,0.000964011
Ccdc64b,,,1.96E-08,0.00096401
Susd3,,,1.95E-08,0.105151971
Myc,,,1.91E-08,0.000970405
L3mbtl3,,,1.84E-08,0.000964006
Zfp341,,,1.80E-08,0.000964011
Gm5796,,,1.70E-08,0.000964008
Atp8a2,,,1.68E-08,0.052815323
Gna14,,,1.63E-08,14.84815196
Olfr635,,,1.63E-08,14.84815196
Elk4,,,1.57E-08,0.000964011
Nipal2,,,1.55E-08,0.000964011
Cyp4b1,,,1.49E-08,0.000964011
H2-Bl,,,1.48E-08,0.00096401
Spata6,,,1.47E-08,1.175233188
Gm410,,,1.37E-08,0.000964009
Pkp2,,,1.33E-08,0.000964009
Zbtb3,,,1.31E-08,0.000964009
Fam150a,,,1.26E-08,0.19059321
Pin1-ps1,,,1.26E-08,0.000964009
Oas2,,,1.16E-08,0.00096401
Fam154b,,,1.14E-08,0.000965967
Msi1,,,1.10E-08,0.000964011
Lrig3,,,1.08E-08,0.000964008
Prdm14,,,1.04E-08,0.00096401
Ly75,,,9.75E-09,0.000964011
Lrriq3,,,9.18E-09,0.000964011
Vstm2b,,,7.88E-09,0.000964009
Gnmt,,,7.20E-09,0.00096401
AI115009,,,7.08E-09,0.000964011
A730036I17Rik,,,6.59E-09,0.000964047
4930429F24Rik,,,6.39E-09,0.198502501
Tnfaip8l2,,,6.28E-09,0.068931139
Gm7457,,,6.27E-09,0.00096401
Pcdhga12,,,5.64E-09,0.053793917
5730508B09Rik,,,5.44E-09,0.00096401
Ints7,,,4.54E-09,0.000964009
Tecpr1,,,4.28E-09,0.292875523
Mcf2,,,4.08E-09,0.063393675
Gja6,,,3.88E-09,0.000964011
A930006K02Rik,,,2.72E-09,0.000964011
Mfsd10,,,1.92E-09,0.057334745
Trpm4,,,1.91E-09,1.203482827
Gdap10,,,1.67E-09,0.000964011
Ahrr,,,1.53E-09,0.041883416
1700015F17Rik,,,1.47E-09,0.000964011
Pigu,,,1.42E-09,0.000964007
0610007P14Rik,,,0,0.001676844
0610010F05Rik,,,0,0.000964009
0610038B21Rik,,,0,0.000964011
0610043K17Rik,,,0,0.030924167
1110001J03Rik,,,0,0.000964011
1110006O24Rik,,,0,0.000964011
1110008J03Rik,,,0,0.000964009
1110015O18Rik,,,0,0.00096401
1110017D15Rik,,,0,0.000964008
1110019D14Rik,,,0,0.00096401
1110020A21Rik,,,0,0.000964009
1300018J18Rik,,,0,0.000964011
1500012K07Rik,,,0,0.00096401
1500016L03Rik,,,0,0.000964009
1500017E21Rik,,,0,0.00096401
1600002H07Rik,,,0,0.476051485
1600002K03Rik,,,0,0.000964011
1600014C10Rik,,,0,0.00096401
1600029O15Rik,,,0,0.00096401
1700001K19Rik,,,0,0.000964011
1700001L19Rik,,,0,0.000964009
1700003E16Rik,,,0,0.272051868
1700003F12Rik,,,0,0.359773539
1700003M07Rik,,,0,0.000964008
1700007L15Rik,,,0,0.00096401
1700009P17Rik,,,0,0.00096401
1700010I14Rik,,,0,0.001153485
1700012D01Rik,,,0,0.00096401
1700013G23Rik,,,0,0.00096401
1700018A04Rik,,,0,0.429434558
1700019G24Rik,,,0,0.00096401
1700025G04Rik,,,0,0.000964006
1700028J19Rik,,,0,0.105360759
1700029J07Rik,,,0,0.000964011
1700030C10Rik,,,0,0.286495732
1700034H15Rik,,,0,0.00096401
1700040N02Rik,,,0,0.00096401
1700047M11Rik,,,0,0.000964009
1700049G17Rik,,,0,0.409085719
1700056E22Rik,,,0,0.280028245
1700058G18Rik,,,0,0.00096401
1700065J18Rik,,,0,0.000964009
1700066J24Rik,,,0,0.00096401
1700067K01Rik,,,0,0.00096401
1700067P10Rik,,,0,0.000964011
1700071M16Rik,,,0,0.000964011
1700073E17Rik,,,0,0.000964009
1700074H08Rik,,,0,0.000964011
1700084E18Rik,,,0,0.000964011
1700086L19Rik,,,0,0.054541592
1700086O06Rik,,,0,0.000964009
1700093K21Rik,,,0,0.00096401
1700096K18Rik,,,0,0.00096401
1700112E06Rik,,,0,0.00096401
1700120K04Rik,,,0,0.00096401
1700123M08Rik,,,0,0.00096401
1810010D01Rik,,,0,0.00096401
1810010H24Rik,,,0,0.084939514
1810011H11Rik,,,0,0.000964009
1810011O10Rik,,,0,0.00096401
1810026J23Rik,,,0,0.00096401
1810032O08Rik,,,0,0.016896154
1810043G02Rik,,,0,0.000964011
1810043H04Rik,,,0,0.00096401
1810044D09Rik,,,0,0.1090787
1810058I24Rik,,,0,0.000964008
1810062O18Rik,,,0,0.000964009
2010005H15Rik,,,0,0.00096401
2210015D19Rik,,,0,0.000964009
2210404O07Rik,,,0,0.000964011
2310001H17Rik,,,0,0.000964011
2310003H01Rik,,,0,0.00096401
2310009A05Rik,,,0,0.00096401
2310015A10Rik,,,0,0.000964009
2310015B20Rik,,,0,0.000964011
2310030G06Rik,,,0,0.00096401
2310033P09Rik,,,0,0.000964009
2310047M10Rik,,,0,0.000964011
2410002F23Rik,,,0,0.089310811
2410004B18Rik,,,0,0.000964009
2410004N09Rik,,,0,0.000964011
2410006H16Rik,,,0,0.00096401
2410127L17Rik,,,0,0.000964011
2410133F24Rik,,,0,0.00096401
2610015P09Rik,,,0,0.000964007
2610019E17Rik,,,0,0.053714462
2610027K06Rik,,,0,0.00096401
2610035D17Rik,,,0,0.000964011
2610204G22Rik,,,0,0.00096401
2610306M01Rik,,,0,0.000964011
2610318N02Rik,,,0,0.00096401
2610507B11Rik,,,0,0.452084051
2610507I01Rik,,,0,0.000964009
2610528A11Rik,,,0,0.000964009
2700046A07Rik,,,0,0.001676853
2700046G09Rik,,,0,0.000964009
2700054A10Rik,,,0,0.010019715
2700060E02Rik,,,0,0.00096401
2700081L22Rik,,,0,0.000964009
2810001G20Rik,,,0,0.035222957
2810007J24Rik,,,0,0.00096401
2810008D09Rik,,,0,0.000964011
2810013P06Rik,,,0,0.00096401
2810021J22Rik,,,0,0.000964011
2810029C07Rik,,,0,0.000964009
2810405F15Rik,,,0,0.000964009
2810408A11Rik,,,0,0.00096401
2810428I15Rik,,,0,0.000964011
2810454H06Rik,,,0,0.000964009
2900011O08Rik,,,0,0.000964009
2900052N01Rik,,,0,0.000964008
2900055J20Rik,,,0,0.00096401
3010001F23Rik,,,0,0.00096401
3110007F17Rik,,,0,0.000964011
3110052M02Rik,,,0,0.125160274
3110056K07Rik,,,0,0.000964005
3110062M04Rik,,,0,0.078699045
3110070M22Rik,,,0,0.00096401
4632427E13Rik,,,0,0.000964011
4833417C18Rik,,,0,0.000964011
4833418N02Rik,,,0,0.00096401
4833419F23Rik,,,0,0.000964009
4921501E09Rik,,,0,0.000964011
4921507L20Rik,,,0,0.000964011
4921507P07Rik,,,0,0.00096401
4921530D09Rik,,,0,0.001730896
4922501C03Rik,,,0,0.000964007
4922501L14Rik,,,0,0.00096401
4930414L22Rik,,,0,0.005084832
4930422G04Rik,,,0,0.000964007
4930423M02Rik,,,0,0.00096401
4930426D05Rik,,,0,0.611161
4930427A07Rik,,,0,0.000964009
4930451G09Rik,,,0,0.00096401
4930471G03Rik,,,0,0.013356373
4930481A15Rik,,,0,0.924942698
4930488L21Rik,,,0,0.00096401
4930511M06Rik,,,0,0.00096401
4930523C07Rik,,,0,0.000964008
4930526I15Rik,,,0,0.000964009
4930539E08Rik,,,0,0.000964129
4930539J05Rik,,,0,0.000964008
4930544G11Rik,,,0,0.000964011
4930555G01Rik,,,0,0.002583948
4930563E22Rik,,,0,0.000964012
4930570G19Rik,,,0,0.000964011
4930577N17Rik,,,0,0.00096401
4930579G24Rik,,,0,0.00096401
4930581F22Rik,,,0,0.031973901
4931414P19Rik,,,0,0.002948147
4931428F04Rik,,,0,0.00096401
4931440F15Rik,,,0,0.000964009
4932415G12Rik,,,0,0.000964011
4932416H05Rik,,,0,0.000964007
4932438A13Rik,,,0,0.071532949
4933400F21Rik,,,0,0.000964636
4933407K13Rik,,,0,0.00096401
4933408B17Rik,,,0,0.000964009
4933408J17Rik,,,0,0.025126613
4933417D19Rik,,,0,0.000964011
4933422A05Rik,,,0,0.000964011
4933434E20Rik,,,0,0.000964007
4933439C10Rik,,,0,0.213509585
5730559C18Rik,,,0,0.327775357
5830403L16Rik,,,0,0.00096401
5830415F09Rik,,,0,0.00096401
5830454E08Rik,,,0,0.000964009
5930403L14Rik,,,0,0.00096401
5930430L01Rik,,,0,0.036625114
6230400D17Rik,,,0,0.00096401
6330418K02Rik,,,0,0.000964009
6430531B16Rik,,,0,0.00096401
6720468P15Rik,,,0,0.00096401
8430429K09Rik,,,0,0.019201537
9030612E09Rik,,,0,0.000964009
9130008F23Rik,,,0,0.000964009
9130017N09Rik,,,0,0.00096401
9130019P16Rik,,,0,0.000964011
9230110C19Rik,,,0,0.000964009
9330020H09Rik,,,0,0.000964008
9330102E08Rik,,,0,0.164367841
9330133O14Rik,,,0,0.00096401
9330159M07Rik,,,0,0.00096401
9330162012Rik,,,0,0.00096401
9330188P03Rik,,,0,0.00096401
9430015G10Rik,,,0,0.427059968
9430038I01Rik,,,0,0.000964009
9530059O14Rik,,,0,0.00096401
9530082P21Rik,,,0,0.000964009
9630013A20Rik,,,0,0.090593963
9630028B13Rik,,,0,0.000964008
9830001H06Rik,,,0,0.000964008
9930104L06Rik,,,0,0.000964009
A030009H04Rik,,,0,0.000964009
A230056P14Rik,,,0,0.000964009
A230072C01Rik,,,0,0.00096401
A330032B11Rik,,,0,0.00096401
A330035P11Rik,,,0,0.00096401
A330050B17Rik,,,0,0.00096401
A330102I10Rik,,,0,0.110078451
A430005L14Rik,,,0,0.000964008
A430033K04Rik,,,0,0.000964008
A430105I19Rik,,,0,0.119920888
A630066F11Rik,,,0,0.000964011
A630072M18Rik,,,0,0.248741525
A730017C20Rik,,,0,0.021732651
A730056A06Rik,,,0,0.00096401
A830009L08Rik,,,0,0.013528867
A830082N09Rik,,,0,0.000964006
A930001A20Rik,,,0,0.000964011
A930005H10Rik,,,0,0.000964009
A930009A15Rik,,,0,0.000964009
A930011O12Rik,,,0,0.000964007
AA387883,,,0,0.00096401
AA415398,,,0,0.01354524
AA465934,,,0,0.00096401
AA467197,,,0,0.000964011
AA986860,,,0,0.07417354
AF357399,,,0,0.000964011
AI429214,,,0,0.00096401
AI607873,,,0,0.00096401
AI661453,,,0,0.00096401
AI836003,,,0,0.000964009
AI839979,,,0,0.00096401
AI847159,,,0,0.000964945
AI854517,,,0,0.00096401
AI854703,,,0,0.000964009
Aaas,,,0,0.000964011
Aars,,,0,0.000964009
Abca4,,,0,0.00096401
Abcc5,,,0,0.000964008
Abcf3,,,0,0.000964011
Abcg4,,,0,0.00096401
Abhd14a,,,0,0.341949564
Abhd16a,,,0,0.00096401
Abhd17c,,,0,0.000964009
Abhd6,,,0,0.000964006
Abi1,,,0,0.000964011
Acaa1a,,,0,0.000964009
Acaa1b,,,0,0.00096401
Acad11,,,0,0.000964009
Acan,,,0,0.000964007
Acat1,,,0,0.00096401
Accs,,,0,0.000964009
Ace,,,0,0.000964009
Ache,,,0,0.00096401
Acn9,,,0,0.159667557
Acot9,,,0,0.000970522
Acox3,,,0,0.080735168
Acp6,,,0,0.204439546
Acr,,,0,0.000964009
Acss2,,,0,0.000964008
Actr1b,,,0,0.00096401
Actr3b,,,0,0.215512146
Actr8,,,0,0.00096401
Acvr2b,,,0,0.00096401
Acy3,,,0,0.175859975
Adam32,,,0,0.000964011
Adam4,,,0,0.218399853
Adamts20,,,0,0.101938833
Adamts4,,,0,0.000964011
Adamts7,,,0,0.00096401
Adamts8,,,0,0.000964009
Adarb2,,,0,0.007538403
Adat2,,,0,0.000964009
Adc,,,0,0.058066175
Adck2,,,0,0.017617343
Adcy1,,,0,0.000964007
Adi1,,,0,0.088761712
Adnp2,,,0,0.883502693
Adora3,,,0,0.00096401
Adpgk,,,0,0.158556586
Adprh,,,0,0.000964008
Adrb1,,,0,0.000964008
Adssl1,,,0,0.243363696
Afg3l2,,,0,0.00096401
Agbl4,,,0,0.000964009
Ager,,,0,0.01954057
Agfg2,,,0,0.000964009
Agk,,,0,0.696199891
Agl,,,0,0.000964009
Agmo,,,0,0.000964008
Ago2,,,0,0.112439447
Agps,,,0,0.104283244
Agr2,,,0,0.00096401
Agtr1a,,,0,0.000964011
Agtr2,,,0,0.000964009
Agtrap,,,0,0.000964008
Agxt2l2,,,0,0.000964009
Ahsa2,,,0,0.000964011
Aifm1,,,0,0.035428284
Aifm2,,,0,0.054555851
Ajuba,,,0,0.00096401
Ak8,,,0,0.00096401
Akap1,,,0,0.019913647
Akap14,,,0,0.00096401
Akap8,,,0,0.000964011
Akip1,,,0,0.01505628
Akr1b3,,,0,0.00096401
Akr1c13,,,0,0.000964009
Akt1,,,0,0.000964009
Alad,,,0,0.000964007
Aldh16a1,,,0,0.000964011
Aldh1b1,,,0,0.000964009
Aldh3b2,,,0,0.000964009
Aldob,,,0,0.033906062
Alg11,,,0,0.000964009
Alg14,,,0,0.000964008
Alkbh8,,,0,0.000964012
Alms1,,,0,0.033582076
Alms1-ps2,,,0,0.283889507
Aloxe3,,,0,0.00096401
Als2,,,0,0.017140711
Als2cl,,,0,0.000964009
Ambra1,,,0,0.00096401
Amd1,,,0,0.720369255
Amer1,,,0,0.00096401
Ammecr1,,,0,0.00096401
Ammecr1l,,,0,0.117837996
Amn,,,0,0.000964009
Ampd3,,,0,0.000964011
Amt,,,0,0.000964009
Anapc13,,,0,0.00096401
Ang,,,0,0.024186389
Angptl2,,,0,0.000964011
Angptl6,,,0,0.106290819
Angptl7,,,0,0.000964011
Ank,,,0,0.191636134
Ankrd11,,,0,0.135209662
Ankrd13d,,,0,0.00096401
Ankrd27,,,0,0.000964009
Ankrd39,,,0,0.00096401
Ankrd40,,,0,0.000964007
Ankrd42,,,0,0.000964007
Ankrd46,,,0,0.000964009
Ankrd52,,,0,0.00096401
Ankrd55,,,0,0.000964009
Anks3,,,0,0.000964011
Anks6,,,0,0.46467445
Ankzf1,,,0,0.00096401
Ano1,,,0,0.000964008
Ano5,,,0,0.00096401
Ano8,,,0,0.000964009
Anxa9,,,0,0.000964008
Aoc3,,,0,0.00096401
Ap1ar,,,0,0.030476993
Ap1g1,,,0,0.00519781
Ap1g2,,,0,0.000964009
Ap1s2,,,0,0.00096401
Ap3d1,,,0,0.000964008
Apbb3,,,0,0.147949603
Apcdd1,,,0,0.000964011
Apoa1,,,0,0.00096401
Apoa2,,,0,0.00096401
Apobr,,,0,0.000964011
Apof,,,0,0.000964011
Apom,,,0,0.000964011
Appbp2,,,0,0.280935713
Aqp5,,,0,0.000964009
Aqp9,,,0,0.000964008
Arap3,,,0,0.000964009
Arcn1,,,0,0.00096401
Arfgap3,,,0,0.000964008
Arhgap10,,,0,0.000964008
Arhgap11a,,,0,0.000964011
Arhgap18,,,0,0.000964008
Arhgap20,,,0,0.000992611
Arhgap21,,,0,0.000964007
Arhgap23,,,0,0.000965538
Arhgap25,,,0,0.03446663
Arhgap28,,,0,0.000964009
Arhgap30,,,0,0.000964011
Arhgap42,,,0,0.000964011
Arhgap6,,,0,0.10083468
Arhgap9,,,0,0.222250144
Arhgef11,,,0,0.000964009
Arhgef15,,,0,0.000964008
Arhgef2,,,0,0.000964008
Arhgef33,,,0,0.00096401
Arhgef39,,,0,0.00096401
Arhgef5,,,0,0.000964011
Arid2,,,0,0.000964008
Arid3b,,,0,0.000964007
Arid5a,,,0,0.000964011
Arid5b,,,0,0.072751162
Arih1,,,0,0.00096402
Arl1,,,0,0.00096401
Arl5b,,,0,0.000964006
Arl8b,,,0,0.000964011
Armc10,,,0,0.852159917
Armc4,,,0,0.000964011
Armc6,,,0,0.051340709
Armc9,,,0,0.045834018
Arnt,,,0,0.00096401
Arr3,,,0,0.00096401
Arrdc1,,,0,0.000964009
Art3,,,0,0.000964009
Asb13,,,0,0.00096401
Asb5,,,0,0.150138699
Ascc1,,,0,0.000964009
Ascl4,,,0,0.000964011
Asgr1,,,0,0.000964011
Aspdh,,,0,0.000964009
Aspg,,,0,0.00096401
Asph,,,0,0.000964011
Asxl3,,,0,0.000964007
Atad3a,,,0,0.000964009
Atad5,,,0,0.000964009
Atf1,,,0,0.724525981
Atl3,,,0,0.00096401
Atp10b,,,0,0.00096401
Atp11c,,,0,0.000964008
Atp13a4,,,0,0.000964011
Atp1b2,,,0,6.527741184
Atp2a3,,,0,0.000964011
Atp4a,,,0,0.00096401
Atp5h,,,0,0.000964011
Atp5s,,,0,0.00096401
Atp6v0e,,,0,0.000964009
Atp6v1g1,,,0,0.000964011
Atpbd4,,,0,0.110270065
Atrip,,,0,0.00096401
Atxn7l2,,,0,0.000964007
Atxn7l3,,,0,0.000964006
