,gene,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC_periodic,BIC_linear,BIC_rbf,pval,q_value
13705,BC030867,-47.44575045,-47.44575006,-3.95E-07,0.039557522,117.1342264,111.573545,117.1342274,1,1
13706,Utp14b,-99.74451387,-99.74452172,7.86E-06,0.404377105,221.7317698,216.171088,221.7317543,0.996836519,1
13707,Vil1,-17.6129776,-17.61297464,-2.97E-06,0.120565712,57.46867614,51.9079946,57.46868172,1,1
13708,Ccrl2,-38.26912786,-38.49379889,0.224671029,3.621833682,99.22999531,93.6693068,98.78098224,0.502647566,1
13709,Kif13b,-51.41682809,-51.45838405,0.041555958,0.186709677,125.1594948,119.598813,125.0763827,0.77312371,1
13710,4933409K07Rik,-57.74811384,-57.781106,0.032992165,1.467878741,137.8049385,132.244257,137.7389542,0.797275925,1
13711,C1ra,-55.40605768,-55.40605644,-1.24E-06,0.000118607,133.05484,127.494158,133.0548419,1,1
13712,Zscan20,-48.65955506,-48.65955457,-4.88E-07,0.037555101,119.5618357,114.001154,119.5618366,1,1
13713,Lck,-21.05808339,-21.08419207,0.026108683,1.832380383,64.41111068,58.8504292,64.3588933,0.819248854,1
13714,H6pd,-25.83280568,-25.83275342,-5.23E-05,0.176259385,73.90823454,68.3475525,73.90833788,1,1
13715,Reep6,-63.89555894,-63.8955589,-4.01E-08,3.686884129,150.0338443,144.473163,150.0338444,1,1
13716,Tmem186,-59.61331457,-59.61938366,0.00606909,0.000992191,141.4814942,135.920813,141.4693557,0.912271851,1
13717,Rimbp2,-24.29865489,-24.48421386,0.185558971,1.601499689,71.21115347,65.6504724,70.8400363,0.542395524,1
13718,Kcnj15,-20.63160605,-20.63154913,-5.69E-05,0.340917303,63.50582518,57.945144,63.50593862,1,1
13719,Apoa2,-36.56018257,-36.56018222,-3.45E-07,0.000461425,95.36309098,89.8024094,95.36309166,1,1
13720,Gpr115,-61.94917436,-61.96607118,0.016896823,0.865932526,146.1748692,140.614191,146.1410752,0.854146443,1
13721,2310015B20Rik,-15.83854068,-15.83843229,-0.000108393,0.605357641,53.91959184,48.3589099,53.91980788,1,1
13722,Gpr149,-23.95062838,-23.95040239,-0.000225984,0.49905874,70.14353277,64.5828514,70.14398328,1,1
13723,2810417H13Rik,-33.04780432,-33.05487886,0.007074534,0.877760895,88.35248604,82.7918052,88.33833516,0.905315084,1
13724,Nek4,-75.05049161,-75.27001847,0.219526852,1.345922683,172.7827624,167.222081,172.3437097,0.507579546,1
13725,Gpr160,-37.63109385,-37.63109109,-2.76E-06,0.136920159,97.50490888,91.9442271,97.50491422,1,1
13726,Rfc4,-37.57946727,-37.57873612,-0.000731145,0.454269322,97.40019933,91.8395191,97.40166106,1,1
13727,Pik3r6,-31.36343348,-31.37729858,0.0138651,1.047594916,84.99732362,79.436642,84.96959348,0.867744698,1
13728,Pcdha3,-13.74210161,-13.74210182,2.03E-07,0.139679069,49.7269306,44.1662484,49.72692974,0.999491603,1
13729,Pcdha10,-17.83099422,-17.8309941,-1.25E-07,0.002369106,57.90471484,52.3440332,57.90471496,1,1
13730,Gpr18,-13.74221408,-13.74221416,7.28E-08,0.29083995,49.7271551,44.1664732,49.72715468,0.999695547,1
13731,Cdkn2b,-58.90152766,-58.90333391,0.001806241,0.298030594,140.0493932,134.488712,140.0457818,0.952072863,1
13732,Draxin,-31.41538238,-31.41902331,0.003640928,1.041609135,85.08077303,79.5200914,85.07349128,0.931996028,1
13733,Aqp5,-40.32642487,-40.32642287,-2.00E-06,0.001393822,102.8955722,97.3348906,102.8955763,1,1
13734,Efhc1,-34.71325735,-34.71326789,1.05E-05,0.014879074,91.66926218,86.1085805,91.66924122,0.996343646,1
13735,Lmln,-29.01179924,-29.0118107,1.15E-05,0.109877045,80.26634747,74.7056663,80.266325,0.996173495,1
13736,Lyrm7,-62.89590718,-62.89590651,-6.74E-07,0.12884148,148.0345397,142.473858,148.0345409,1,1
13737,Mcm9,-55.03770321,-55.03781043,0.000107223,2.681054797,132.3183457,126.757666,132.3181329,0.988316216,1
13738,Ppib,-36.25983955,-36.25983939,-1.58E-07,0.063155633,94.7624053,89.2017237,94.76240562,1,1
13739,Aff2,-25.2078371,-25.29897142,0.091134324,1.817817501,72.8406735,67.2799879,72.65840072,0.669430806,1
13740,Dleu2,-62.55736995,-62.56903968,0.011669721,1.16607153,147.3808068,141.820124,147.3574664,0.878577671,1
13741,B430319G15Rik,-50.53082018,-50.5308198,-3.85E-07,0.002443082,123.3043656,117.743685,123.3043669,1,1
13742,Gm13157,-40.33887321,-40.33887316,-4.52E-08,3.59E-05,102.9204728,97.3597912,102.9204729,1,1
13743,Lrmp,-20.14942539,-20.14938331,-4.21E-05,1.397320418,62.54149327,56.9808123,62.5415773,1,1
13744,C3ar1,-72.21355439,-72.21628064,0.002726251,0.191312011,166.6752881,161.114606,166.6698353,0.941136856,1
13745,Trim15,-51.60338387,-51.64472641,0.04134254,1.031551875,125.5321795,119.971498,125.4494943,0.77369112,1
13746,Gm12942,-36.41975104,-36.41975091,-1.27E-07,0.013231299,95.08222855,89.5215467,95.0822286,1,1
13747,Agpat9,-58.75785919,-58.77209534,0.014236152,0.00012464,139.7869172,134.226236,139.7584449,0.866003214,1
13748,Lsp1,-36.10381127,-36.10381096,-3.12E-07,0.001702349,94.45034844,88.8896668,94.45034906,1,1
13749,Tdgf1,-27.69448397,-27.69466065,0.000176688,1.599977052,77.63204801,72.0713676,77.63169446,0.985002012,1
13750,Snx20,-32.97298086,-33.11381535,0.140834496,2.855661663,88.47034097,82.9096593,88.18868824,0.595609381,1
13751,Ms4a4b,-29.05376862,-29.05359831,-0.000170309,0.433960673,80.34992268,74.7892414,80.35026376,1,1
13752,Bche,-38.96754075,-38.99884924,0.03130849,1.01125386,100.2404251,94.6797434,100.177808,0.802406509,1
13753,Myl4,-18.49107553,-18.49107749,1.96E-06,0.003814932,59.22488114,53.6641997,59.22487758,0.99842027,1
13754,Lpo,-19.61035861,-19.6103594,7.90E-07,0.144168002,61.46344528,55.9027637,61.46344374,0.998997075,1
13755,Ecel1,-19.2890394,-19.28881156,-0.000227837,0.612705344,60.82034986,55.2596688,60.82080532,1,1
13756,Pi15,-15.07508851,-15.07495205,-0.000136459,0.633673516,52.3926301,46.8319493,52.39290354,1,1
13757,Evl,-33.95058503,-33.95058458,-4.45E-07,0.003458299,90.14389569,84.5832141,90.14389658,1,1
13758,Tnfsf11,-19.17316468,-19.17285679,-0.000307896,1.230617662,60.58843978,55.0277585,60.58905588,1,1
13759,Egfl6,-31.73214788,-31.93653166,0.204383785,1.250341628,86.11579039,80.555109,85.70702228,0.522595702,1
13760,Mb21d1,-35.28638918,-35.28638682,-2.36E-06,0.000430737,92.81550002,87.2548184,92.81550488,1,1
13761,Rad54b,-69.68740719,-69.68740876,1.57E-06,0.002065123,161.617544,156.056862,161.6175409,0.998586146,1
13762,Zfp51,-67.36624637,-68.41371174,1.04746537,4.290607918,159.0701492,153.509468,156.9752193,0.147788409,0.761966678
13763,Gpr68,-56.36147837,-56.36147788,-4.98E-07,0.000491027,134.9656818,129.405001,134.9656833,1,1
13764,A330050B17Rik,-17.50348587,-17.50344397,-4.19E-05,0.667740201,57.24961478,51.6889333,57.24969826,1,1
13765,Alpk3,-40.00635064,-40.00635086,2.17E-07,0.001866543,102.2554283,96.6947466,102.2554278,0.999474364,1
13766,Tmem79,-30.15258124,-30.15258132,7.62E-08,0.043957742,82.54788908,76.9872082,82.547889,0.999688518,1
13767,Pzp,-20.49855124,-20.49845422,-9.70E-05,0.449616187,63.23963729,57.6789542,63.239829,1,1
13768,Fut4,-18.96351024,-18.96351075,5.08E-07,0.224436065,60.16974812,54.609067,60.169747,0.999195758,1
13769,Timd4,-24.26581142,-24.26581408,2.66E-06,0.002740697,70.77435506,65.2136729,70.77434936,0.998159671,1
13770,Podn,-52.00252577,-52.00252624,4.73E-07,0.002758438,126.247779,120.687097,126.2477781,0.999223957,1
13771,Hyal3,-32.25115679,-32.25432463,0.003167848,2.05E-14,86.75137563,81.1906941,86.7450401,0.936557713,1
13772,Arid5b,-46.06803016,-46.06787064,-0.000159523,0.38682773,114.3784698,108.817788,114.3787868,1,1
13773,4930469G21Rik,-60.82902033,-60.8440898,0.01506947,0.019762242,143.9309061,138.370224,143.9007672,0.86217535,1
13774,Cd79a,-21.0516346,-21.05159203,-4.26E-05,0.321895589,64.34591124,58.7852294,64.34599572,1,1
13775,Murc,-14.99604672,-14.99590085,-0.000145875,0.590480783,52.23452823,46.6738479,52.23481996,1,1
13776,Tmem30c,-27.68066079,-27.69241926,0.011758467,1.910455612,77.62754656,72.0668649,77.6040481,0.878120443,1
13777,Cdh24,-23.05060286,-23.05061093,8.07E-06,0.037277259,68.34394472,62.7832668,68.34393224,0.996794538,1
13778,AI847159,-32.8400631,-32.84006291,-1.91E-07,4.896663915,87.92295014,82.3621707,87.92285272,1,1
13779,Tmem52,-16.09609247,-16.09601415,-7.83E-05,0.57770166,54.43475511,48.8740736,54.43491146,1,1
13780,Nyap2,-26.31977306,-26.3225591,0.002786037,1.340801807,74.88784464,69.327163,74.88227264,0.940496114,1
13781,Zfand4,-21.72927563,-21.72926847,-7.15E-06,0.087636005,65.70126412,60.1405824,65.70127778,1,1
13782,BC020402,-58.90073064,-58.90083364,0.000102999,0.185934742,140.0443938,134.483712,140.0441878,0.988548651,1
13783,Pigh,-48.6316073,-48.63160716,-1.40E-07,0.502307971,119.5059414,113.94526,119.5059411,1,1
13784,Ptges3l,-49.73076986,-49.73077012,2.57E-07,0.092452396,121.704267,116.143584,121.7042662,0.999427966,1
13785,Vipr1,-29.39560088,-29.68175218,0.286151304,5.05993122,81.6062269,76.0455461,81.03392828,0.449345369,1
13786,Itgal,-35.60355011,-35.60354949,-6.23E-07,0.390704949,93.4498259,87.8891439,93.44982674,1,1
13787,Mospd2,-53.19526268,-53.19526239,-2.86E-07,0.011812802,128.6332513,123.07257,128.6332519,1,1
13788,Macc1,-15.89917484,-15.89908757,-8.73E-05,0.531207497,54.04090174,48.4802209,54.0410762,1,1
13789,Tmem63c,-101.407863,-102.6686409,1.260777898,3.845456167,227.5800069,222.019325,225.0584525,0.11229974,0.647011329
13790,Cpz,-24.45313216,-24.45356145,0.000429291,1.812905078,71.14984996,65.5891688,71.14899084,0.976624075,1
13791,Mageb18,-14.16597811,-14.16597837,2.58E-07,0.11807055,50.57468384,45.0140014,50.57468274,0.999426855,1
13792,Zbtb7c,-59.9108419,-59.91250951,0.001667612,0.027414636,142.0677451,136.507063,142.0644103,0.953946652,1
13793,A230056J06Rik,-42.72338742,-42.72339132,3.90E-06,0.000157112,107.6895091,102.128827,107.6895014,0.997771633,1
13794,Cnfn,-13.99832528,-13.99832537,8.23E-08,0.405146827,50.23937724,44.6786956,50.23937708,0.999676291,1
13795,Aqp3,-18.46300979,-18.46301043,6.39E-07,0.095351243,59.16874825,53.6080667,59.1687461,0.999098002,1
13796,Ly6f,-23.44467915,-23.4444512,-0.000227945,0.438414415,69.13162919,63.5709488,69.13208482,1,1
13797,Gm14827,-21.00688935,-21.00683248,-5.69E-05,0.389645655,64.25639206,58.6957102,64.25650522,1,1
13798,Rtn4ip1,-34.51048432,-34.51020276,-0.000281555,0.397592361,91.26313257,85.702452,91.26369516,1,1
13799,Setdb2,-68.7156745,-68.71567369,-8.13E-07,0.024130985,159.6740739,154.113392,159.6740755,1,1
13800,C330027C09Rik,-99.51132723,-99.71345207,0.202124841,2.331755441,221.669631,216.108949,221.265381,0.524902665,1
13801,Il17b,-19.79939501,-19.79939594,9.23E-07,0.208112803,61.84151727,56.2808362,61.84151654,0.998915934,1
13802,D330022K07Rik,-30.5585237,-30.62187225,0.06334855,2.060786508,83.48648019,77.9257979,83.35977392,0.721881484,1
13803,A930013F10Rik,-110.1021991,-111.1763499,1.074150821,5.623817883,244.5954264,239.034745,242.4471247,0.142727696,0.747097708
13804,Amn,-74.41716199,-74.41716153,-4.60E-07,0.000210871,171.0770496,165.516368,171.0770505,1,1
13805,2610318N02Rik,-43.26899601,-43.26899551,-5.03E-07,0.000545518,108.7807178,103.220036,108.7807185,1,1
13806,Gpr45,-56.55991251,-56.57508868,0.015176163,1.410130334,135.3929048,129.832223,135.3625515,0.861693205,1
13807,B130034C11Rik,-42.66946331,-42.66946303,-2.79E-07,4.212674225,107.5816526,102.020971,107.5816531,1,1
13808,Dbil5,-39.60870542,-39.70446196,0.095756539,3.23708783,101.6516536,96.0909732,101.4601374,0.661660268,1
13809,Gnat2,-20.14623756,-20.14623778,2.29E-07,4.035215753,62.53520253,56.9745201,62.53520164,0.999460026,1
13810,Kctd16,-15.81081576,-15.91107503,0.100259274,2.411506012,54.064877,48.5041958,53.86435804,0.654302614,1
13811,C330013E15Rik,-24.60143094,-24.60142994,-1.00E-06,0.03080096,71.44558738,65.8849063,71.4455884,1,1
13812,Vwce,-38.050889,-38.05220114,0.001312136,2.048120786,98.34712899,92.7864473,98.34450452,0.95914412,1
13813,5031410I06Rik,-20.147364,-20.1473657,1.70E-06,0.314710602,62.5374549,56.9767755,62.53745452,0.998528774,1
13814,Fes,-51.85049236,-51.85049238,2.67E-08,0.000200489,125.9437112,120.38303,125.9437112,0.999815621,1
13815,Gm13139,-16.54276157,-16.54270464,-5.69E-05,0.509748001,55.32813978,49.7674547,55.32824966,1,1
13816,Nav3,-64.77515537,-64.9402135,0.165058129,1.03784197,152.1231531,146.562472,151.7930373,0.565590639,1
13817,Ltb,-13.13724312,-13.13724347,3.55E-07,0.106253165,48.5172132,42.956532,48.51721276,0.999327691,1
13818,S1pr4,-26.72444099,-26.73127874,0.006837742,0.848895343,75.70528492,70.1446048,75.6916085,0.906905837,1
13819,C130046K22Rik,-28.78388812,-28.78388801,-1.05E-07,0.001723326,79.81050262,74.2498209,79.81050276,1,1
13820,Styk1,-24.24457376,-24.2445778,4.05E-06,0.076099816,70.73188378,65.1712009,70.73187404,0.997729184,1
13821,Ddx60,-19.69180108,-19.69162623,-0.000174853,0.526178526,61.62597981,56.0652981,61.62632868,1,1
13822,Tnfsf13b,-38.34927464,-38.38019353,0.030918889,1.383688532,99.00311368,93.4424322,98.9412758,0.803614487,1
13823,Myo3b,-66.87062188,-66.87062197,8.43E-08,2.606796581,155.98397,150.423289,155.9839703,0.999672381,1
13824,Prr22,-68.08917915,-68.08917942,2.63E-07,0.009830249,158.4210856,152.860404,158.4210848,0.999421327,1
13825,Iqgap2,-45.88851673,-45.88851518,-1.55E-06,0.050870568,114.0197558,108.459074,114.01976,1,1
13826,Gm5480,-16.28395594,-16.28382435,-0.000131589,0.659226119,54.81037534,49.2496939,54.8106384,1,1
13827,Hcn4,-22.41092232,-22.48409504,0.073172718,1.264842402,67.21090859,61.6502273,67.06457116,0.702052544,1
13828,Solh,-16.30024283,-16.30012289,-0.000119943,0.715087169,54.84297241,49.2822909,54.84321218,1,1
13829,Prrg4,-18.54819207,-18.54819369,1.61E-06,0.069950221,59.33911354,53.778432,59.33911066,0.998568248,1
13830,Igdcc3,-40.55895807,-41.61570636,1.056748291,4.666146798,105.4741392,99.9134573,103.3606427,0.146005374,0.756712194
13831,Rtl1,-56.95049968,-56.9504814,-1.83E-05,2.344521526,136.1436894,130.583008,136.1437259,1,1
13832,Mastl,-58.09142311,-58.27491252,0.183489404,1.509913254,138.7925517,133.231872,138.4255727,0.5446557,1
13833,Prrx2,-36.52902189,-36.52902158,-3.11E-07,0.021189535,95.30076967,89.740088,95.3007703,1,1
13834,Epcam,-20.40406719,-20.40896591,0.004898723,1.596450556,63.06065782,57.4999765,63.0508609,0.921152523,1
13835,Bicc1,-43.40529739,-43.46204708,0.056749689,1.404298748,109.1666897,103.606008,109.0533213,0.736194783,1
13836,Nhlh2,-21.1810931,-21.18109312,2.02E-08,0.603518273,64.60491299,59.0442313,64.60491272,0.999839627,1
13837,Hsd17b13,-15.16871099,-15.20824864,0.039537645,1.516897742,52.65917882,47.0984981,52.5801485,0.778554482,1
13838,Dmc1,-44.8133251,-44.81332434,-7.59E-07,0.273090978,111.8693751,106.308694,111.8693767,1,1
13839,Fbxl7,-37.15301775,-37.1672261,0.01420835,1.316188692,96.57717914,91.0164983,96.54876202,0.866132884,1
13840,Itgae,-26.42589578,-26.43513152,0.009235746,0.991093521,75.11298939,69.5523098,75.09451808,0.891892535,1
13841,Nipal4,-32.46599884,-32.46583111,-0.000167735,0.385254541,87.17438914,81.6137075,87.1747242,1,1
13842,Mblac1,-46.16957715,-46.16957695,-2.08E-07,5.57E-05,114.5818812,109.021199,114.5818808,1,1
13843,Rccd1,-30.23870246,-30.23874665,4.42E-05,1.58E-05,82.72013101,77.1594494,82.72013144,0.992498298,1
13844,Sepsecs,-33.68308444,-33.68308391,-5.26E-07,0.005439125,89.60894094,84.0482125,89.6088954,1,1
13845,Gpr171,-24.30573046,-24.30573625,5.79E-06,0.114075227,70.85419852,65.2935172,70.85418744,0.997284852,1
13846,Adh1,-25.39809033,-25.39809393,3.60E-06,0.187742929,73.03891507,67.4782336,73.03890718,0.997859054,1
13847,Mxd3,-43.75182058,-43.75182041,-1.73E-07,0.000381771,109.7463674,104.185686,109.7463677,1,1
13848,4930427A07Rik,-41.97992578,-41.97961741,-0.000308367,0.401377741,106.2019613,100.64128,106.2025781,1,1
13849,Htr5b,-37.96686862,-38.028962,0.062093385,0.200747327,98.30095891,92.7399595,98.17646376,0.724537227,1
13850,Rxfp1,-13.91515856,-13.91515844,-1.16E-07,0.1243502,50.07304389,44.5123619,50.07304364,1,1
13851,Dsg2,-25.00775458,-25.00775693,2.34E-06,0.038112125,72.25823621,66.6975588,72.25823568,0.998273913,1
13852,Acot5,-42.7033818,-42.70699451,0.00361271,0.002855894,107.6567152,102.096034,107.6494901,0.932259427,1
13853,Tuft1,-26.83912134,-26.83849317,-0.000628167,0.786818277,75.91971348,70.3590332,75.9209692,1,1
13854,Bank1,-39.12110476,-39.19974588,0.078641115,1.948483566,100.6422183,95.0815363,100.484936,0.691671128,1
13855,Rcor2,-139.8006345,-140.3982348,0.597600367,1.450655193,303.039185,297.478503,301.8439955,0.274283011,1
13856,Cdh13,-52.60039169,-52.60039136,-3.28E-07,5.66E-06,127.4435107,121.882829,127.4435099,1,1
13857,Crxos1,-42.50949789,-42.50949767,-2.18E-07,1.811730757,107.2617219,101.70104,107.2617223,1,1
13858,Hmga2,-62.84990998,-62.85009059,0.000180613,1.224083855,147.9429059,142.382224,147.9425465,0.984836362,1
13859,Tlr4,-47.64847869,-47.64848087,2.18E-06,3.860873002,117.5396804,111.979006,117.5396839,0.998333969,1
13860,Gm13034,-36.02552009,-36.02552019,1.03E-07,0.204659085,94.29376687,88.7330852,94.2937667,0.999637862,1
13861,Mid1,-50.49987289,-50.49987304,1.52E-07,0.000490165,123.2424718,117.681791,123.2424723,0.999560077,1
13862,Plcb2,-41.82256598,-41.92291438,0.1003484,0.95156067,106.0885546,100.527873,105.8878585,0.654158996,1
13863,Xkr4,-52.43323223,-52.43323219,-4.10E-08,0.295728529,127.1091909,121.548509,127.109191,1,1
13864,Rilp,-30.79020003,-30.78992098,-0.000279055,0.407322875,83.82256853,78.2618886,83.82312658,1,1
13865,Armc4,-16.61805001,-16.61798308,-6.69E-05,0.592024405,55.4786929,49.9180118,55.47882654,1,1
13866,Pde8a,-16.15498947,-16.15491464,-7.48E-05,0.544589136,54.55255608,48.9918748,54.55270546,1,1
13867,Sgol2,-19.04334044,-19.04334223,1.79E-06,0.019587695,60.32941061,54.768729,60.3294074,0.998490332,1
13868,Gm9731,-50.68170615,-50.68170421,-1.94E-06,0.157149274,123.606136,118.045454,123.6061388,1,1
13869,Atp4a,-15.6228737,-15.62274567,-0.000128024,0.623135105,53.4882173,47.9275367,53.48847392,1,1
13870,Ino80c,-95.33864444,-95.51825909,0.179614643,0.165580339,213.279245,207.718563,212.9200154,0.548934582,1
13871,Sbspon,-35.3750416,-35.37692955,0.001887947,0.22938856,92.996602,87.4359205,92.99280972,0.951002184,1
13872,Mslnl,-21.05043743,-21.0503297,-0.00010774,0.529531327,64.34338676,58.7827054,64.34360138,1,1
13873,B3gnt9,-59.52134432,-59.52534496,0.004000641,1.02186787,141.2934165,135.732735,141.2854152,0.92872438,1
13874,Tpcn2,-37.92633047,-37.92633032,-1.48E-07,0.039421928,98.09538755,92.5347055,98.09538746,1,1
13875,Clstn1,-74.1072668,-74.1122485,0.004981695,0.024069831,170.4672247,164.906542,170.4572601,0.920489784,1
13876,Ripk4,-35.87591844,-35.87738972,0.001471274,0.890184644,93.99750288,88.4368212,93.9945634,0.956739763,1
13877,Gm7056,-18.5032804,-18.50328225,1.85E-06,0.035719361,59.24929078,53.6886092,59.24928732,0.998465239,1
13878,Acad10,-38.44824657,-38.4777952,0.029548629,1.601987118,99.19831705,93.6376353,99.13921966,0.807928492,1
13879,Lsamp,-94.36921027,-94.46273365,0.093523381,4.423373414,211.168194,205.607511,210.9811471,0.665386023,1
13880,Hsf5,-39.06838726,-39.06838828,1.02E-06,0.163850074,100.3795012,94.8188214,100.379501,0.998860393,1
13881,Pawr,-28.75198925,-28.75241484,0.000425593,0.314922923,79.7475701,74.1868944,79.74670502,0.976724946,1
13882,Chrna5,-12.79021972,-12.7902206,8.81E-07,0.125004769,47.82316766,42.262486,47.82316596,0.998940886,1
13883,Atad2,-64.92528774,-64.93432878,0.009041039,0.507398378,152.1113839,146.550702,152.093302,0.893031235,1
13884,Fam13c,-84.54599526,-84.545994,-1.26E-06,4.20919512,191.3347145,185.774033,191.334717,1,1
13885,2310005G13Rik,-24.55820646,-24.55821035,3.88E-06,0.096897073,71.35915281,65.7984654,71.35913944,0.997777354,1
13886,Ripply3,-18.49492363,-18.49492518,1.56E-06,0.101646493,59.2325798,53.6718963,59.23257378,0.998590656,1
13887,Avil,-23.81239569,-23.84231834,0.029922646,0.205265655,69.92736491,64.3666816,69.8675179,0.80674063,1
13888,Pik3r5,-23.8636675,-24.04042068,0.176753179,3.588288781,70.32356899,64.7628871,69.97006152,0.552134946,1
13889,Neil1,-23.26035508,-23.31279457,0.052439493,1.448815942,68.86831397,63.3076341,68.76343668,0.746051409,1
13890,Snord47,-23.87494802,-23.87511565,0.000167638,0.969219553,69.9929695,64.4322876,69.99262256,0.985391116,1
13891,Gcfc2,-34.8159191,-34.81591901,-9.50E-08,0.050339447,91.87456451,86.3138829,91.87456472,1,1
13892,Emp1,-67.3674835,-67.36748374,2.41E-07,0.003574983,156.9776935,151.417012,156.9776935,0.999446059,1
13893,Traf1,-49.75392916,-49.75392734,-1.82E-06,0.043460686,121.7505804,116.189899,121.7505848,1,1
13894,BC028528,-15.66319684,-15.66297751,-0.00021933,0.855153996,53.56868166,48.0080009,53.5691202,1,1
13895,Tex16,-8.533080442,-8.533080325,-1.17E-07,0.283627422,39.30888711,33.7482055,39.30888741,1,1
13896,Cpxm2,-81.71768651,-82.75352642,1.035839907,4.443850103,187.7497797,182.189109,185.6780995,0.150056165,0.768856743
13897,Mylpf,-34.62082781,-34.62082769,-1.17E-07,0.001050943,91.48438213,85.9237003,91.48438214,1,1
13898,Catsper2,-33.93754107,-33.9843896,0.046848524,1.688973272,90.21150594,84.6508249,90.11780866,0.759528709,1
13899,Mlxipl,-22.07441798,-22.07441777,-2.18E-07,0.004188841,66.39156218,60.8308804,66.39156248,1,1
13900,Ccl2,-19.81423954,-19.81414069,-9.89E-05,0.420285171,61.87100884,56.310327,61.8712056,1,1
13901,1700016C15Rik,-14.24968562,-14.24968593,3.10E-07,0.232001601,50.74209902,45.1814168,50.74209776,0.999371745,1
13902,Ccdc63,-51.47546412,-51.4754631,-1.02E-06,0.003637909,125.1936527,119.632971,125.1936548,1,1
13903,Zfp879,-41.16472684,-41.16472671,-1.23E-07,0.377468731,104.5721799,99.0114983,104.5721802,1,1
13904,Tcp11l1,-50.00260332,-50.06541811,0.062814788,1.039345653,122.3735645,116.812884,122.2479332,0.723007193,1
13905,Nr1i3,-13.2147419,-13.21474232,4.15E-07,0.25690167,48.67221105,43.1115294,48.67221032,0.999273093,1
13906,Ggt1,-38.34895115,-38.34953795,0.000586802,0.27375021,98.94180309,93.3811207,98.94062882,0.972671493,1
13907,Ubxn10,-30.8959558,-30.89595482,-9.81E-07,0.017818631,84.03463842,78.4739563,84.03463812,1,1
13908,Ubd,-19.43467503,-19.4923385,0.057663471,3.831257187,61.22740516,55.6667229,61.11207658,0.734159129,1
13909,Gm973,-19.22655549,-19.22635017,-0.000205319,0.566924007,60.69542771,55.1347465,60.6958375,1,1
13910,Gm1564,-15.97464585,-15.97456524,-8.06E-05,0.536177414,54.19185715,48.631176,54.19201822,1,1
13911,Tph1,-65.06593589,-65.06593599,9.11E-08,0.085750616,152.3745986,146.813917,152.3745983,0.999659424,1
13912,Cyr61,-89.44469816,-89.45411121,0.009413054,2.935581366,201.1509503,195.590269,201.1321228,0.890866178,1
13913,Pthlh,-87.28525658,-87.28525328,-3.29E-06,0.039724743,196.8132331,191.252551,196.8132397,1,1
13914,Muc1,-37.13251447,-37.17975357,0.047239102,1.554720639,96.60223334,91.0415517,96.50775546,0.758559424,1
13915,Acad12,-48.29473468,-48.29481707,8.24E-05,0.254265217,118.8323614,113.27168,118.8321959,0.989757482,1
13916,Cd180,-23.07933988,-23.07933974,-1.34E-07,0.010423288,68.4014123,62.8407248,68.40140628,1,1
13917,Pcdhga9,-32.17447834,-32.17447624,-2.11E-06,0.000346963,86.59167896,81.0309973,86.5916832,1,1
13918,Dct,-28.69545221,-28.69637884,0.000926631,0.193893758,79.63550304,74.0748217,79.63363094,0.965662052,1
13919,Mgat5,-45.2973621,-45.29736067,-1.43E-06,0.012393804,112.8374489,107.276766,112.8374507,1,1
13920,Palld,-21.88154673,-21.88153369,-1.30E-05,0.402570499,66.00579438,60.4451129,66.00581998,1,1
13921,9330162012Rik,-84.90525256,-84.90525135,-1.21E-06,0.027908114,192.0532293,186.492548,192.0532316,1,1
13922,2410133F24Rik,-34.39456211,-34.39456199,-1.14E-07,0.036144406,91.03185071,85.4711689,91.03185074,1,1
13923,Stub1,-32.54542569,-32.54542553,-1.53E-07,0.005446471,87.33357759,81.772896,87.3335779,1,1
13924,1700018A04Rik,-14.28236795,-14.28236785,-9.32E-08,3.070502599,50.80746232,45.2467806,50.80746242,1,1
13925,Adrb2,-15.77610919,-15.9061347,0.130025512,2.787139759,54.05499669,48.4943147,53.7949449,0.610085103,1
13926,Gm5,-19.99921116,-19.9990517,-0.000159462,0.564317825,62.24082774,56.6801474,62.24114884,1,1
13927,Gbp10,-64.17399816,-64.30137579,0.127377624,1.360370576,150.8454784,145.284798,150.5907228,0.613746486,1
13928,Gm10409,-103.6784987,-103.6784798,-1.89E-05,0.176231482,229.5996857,224.039021,229.5997239,1,1
13929,C5ar2,-34.42894971,-34.42894958,-1.25E-07,0.019637033,91.10077161,85.5399441,91.10062594,1,1
13930,Grrp1,-101.9778424,-101.9778894,4.69E-05,0.311651796,226.1985051,220.637824,226.1984113,0.992272577,1
13931,Fam111a,-52.35775275,-52.35775356,8.16E-07,8.63E-05,126.9582315,121.397552,126.958232,0.998980705,1
13932,4921507L20Rik,-16.50385107,-16.50382242,-2.87E-05,0.36344407,55.25037173,49.6896901,55.25042866,1,1
13933,Igsf9b,-20.53716024,-20.53708437,-7.59E-05,0.347068149,63.31689544,57.7562141,63.317047,1,1
13934,1700009P17Rik,-37.92488233,-37.9248821,-2.26E-07,0.059011955,98.09249073,92.5318091,98.09249118,1,1
13935,Pld5,-113.2391026,-113.2583693,0.019266695,0.726267972,248.7594653,243.198784,248.7209317,0.844375959,1
13936,Sdcbp2,-32.10978621,-32.10978613,-7.54E-08,0.006969004,86.46229879,80.9016172,86.46229894,1,1
