,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC,pval,q value
Zfp521,-216.7372075,-216.7372072,-3.38E-07,0.000231047,,1,1
Zcchc16,-87.29448711,-87.29451098,2.39E-05,1.758836976,,0.996102044,1
Fcgr2b,-184.5058482,-185.0487542,0.542905994,0.955817946,,0.461230877,1
Gm9776,-80.55036748,-80.55036742,-6.28E-08,0.015867806,,1,1
Senp8,-161.2006821,-161.3900574,0.189375307,1.229281654,,0.663437054,1
Mfsd9,-128.1544887,-128.3716317,0.217143005,1.042917979,,0.641225481,1
Cwf19l1,-161.3569409,-161.35694,-9.04E-07,0.002411175,,1,1
Msantd1,-77.45993994,-77.46024046,0.000300516,1.45127559,,0.986169057,1
Mettl3,-129.1537905,-129.1536902,-0.000100222,0.090052986,,1,1
Vsig10,-71.82280383,-71.82283765,3.38E-05,0.474553921,,0.995360164,1
Slc16a11,-163.9123301,-163.922945,0.010614918,1.427785321,,0.917940173,1
Padi2,-133.7840445,-133.7840431,-1.43E-06,0.121897822,,1,1
Ltc4s,-104.1888299,-104.1890459,0.000216069,0.266781427,,0.988272094,1
Thsd1,-122.0642102,-122.0642085,-1.74E-06,0.000195937,,1,1
Xkrx,-112.7885295,-112.7885285,-1.02E-06,0.008784515,,1,1
Adat3,-62.48847315,-62.48847278,-3.65E-07,6.48E-05,,1,1
Aste1,-180.7322844,-180.7709764,0.038692015,1.296412393,,0.844060072,1
Impad1,-312.3613663,-312.3614111,4.48E-05,2.034027452,,0.994660205,1
Scara5,-76.8067463,-76.80912964,0.002383338,0.981850255,,0.961063186,1
Pecr,-104.5341758,-104.5411958,0.007020078,0.534819447,,0.933226655,1
Stra6,-143.3196077,-143.3232272,0.003619454,0.038191579,,0.952026691,1
Zranb3,-99.32244774,-99.47635161,0.153903876,2.920844348,,0.694832246,1
Kcne4,-40.57952901,-40.61672891,0.037199901,1.016820555,,0.84705862,1
Prelp,-176.4483219,-176.5949977,0.146675833,0.031163422,,0.701732509,1
Gm13845,-48.28850984,-48.28851407,4.23E-06,0.006497204,,0.998359022,1
Neu4,-79.05366079,-79.05366055,-2.41E-07,0.084878563,,1,1
Hoga1,-19.36742855,-19.36742893,3.78E-07,1.175939506,,0.999509736,1
Paox,-44.83904672,-44.83905789,1.12E-05,0.956186576,,0.99733375,1
Fam174b,-278.5194023,-279.9090633,1.389660987,1.112130242,,0.238462359,1
Eif2d,-243.0295514,-246.5305721,3.50102066,0.953808833,,0.06133102,1
Tap1,-121.4539942,-121.5582137,0.104219544,0.896822264,,0.746823598,1
Rsph1,-98.12378047,-98.54430433,0.420523859,1.883963668,,0.516675765,1
Kif22,-123.7697232,-123.8701086,0.100385467,0.862601908,,0.751367548,1
Cnbd2,-56.10227467,-56.2851996,0.182924927,2.274896181,,0.668871562,1
Ripk1,-175.6806578,-177.2287583,1.548100566,1.502193798,,0.213416068,1
Esrrb,-24.8412112,-24.84326838,0.00205718,1.111374274,,0.963823438,1
Peg3,-222.2800588,-222.2800582,-5.41E-07,2.81E-05,,1,1
Slit2,-71.3708063,-71.38527531,0.01446901,0.082781276,,0.904255644,1
Gatc,-133.4732622,-133.473261,-1.17E-06,0.000562401,,1,1
Gm14391,-56.92345559,-56.9234556,1.34E-08,0.079925235,,0.999907752,1
Gstm4,-103.130871,-103.1926655,0.061794496,0.067498513,,0.803681822,1
Bicd1,-232.3328842,-232.3328861,1.99E-06,2.060465232,,0.998875108,1
Gm10635,-41.48616429,-41.65031496,0.164150668,1.101105645,,0.685363495,1
Cast,-92.49985095,-92.58537922,0.085528271,1.784953363,,0.769940926,1
Kl,-103.9338562,-103.9761466,0.042290306,0.524035195,,0.837067388,1
Tppp3,-273.7612073,-273.7612049,-2.36E-06,0.000254457,,1,1
Luc7l,-275.1270377,-275.1322751,0.005237319,0.010620393,,0.942307998,1
Gm11944,-30.22146426,-30.22142833,-3.59E-05,0.127208168,,1,1
Frmpd3,-38.64353506,-38.70087809,0.057343024,1.923080678,,0.810745782,1
3110007F17Rik,-16.78637854,-16.81646743,0.030088892,2.026697256,,0.862288687,1
Il17rd,-137.264521,-137.2851648,0.020643773,0.0389985,,0.885753629,1
Agtrap,-164.66935,-164.6693489,-1.09E-06,0.221033751,,1,1
Dnajc25,-90.6832067,-90.7577944,0.074587698,0.021893143,,0.784770594,1
Ccr1,-16.9047461,-16.90470633,-3.98E-05,0.434658021,,1,1
Dnmt3b,-70.44494805,-70.44494824,1.87E-07,0.254692123,,0.999654528,1
Cd248,-48.04635001,-48.06854018,0.022190163,2.132853371,,0.881582331,1
Lect1,-81.72347515,-82.08109905,0.3576239,5.175145065,,0.549828831,1
Sncg,-83.67015662,-83.67015702,4.01E-07,0.004129144,,0.999494491,1
Coro2a,-45.54776597,-45.54776515,-8.15E-07,0.11377782,,1,1
Impg2,-59.16911159,-59.16911329,1.70E-06,0.002582497,,0.998958452,1
Socs3,-111.6112285,-111.707944,0.09671552,2.838668567,,0.755807319,1
Ribc1,-24.0168431,-24.01684738,4.28E-06,0.005870997,,0.998349862,1
Fancm,-166.0952125,-166.2559385,0.160725923,0.16180436,,0.688489054,1
Crebl2,-112.0381731,-112.038173,-9.19E-08,0.011315728,,1,1
Tspan8,-59.36584589,-59.39079331,0.024947421,0.705052843,,0.874498147,1
B230378P21Rik,-31.74130112,-31.74109863,-0.000202491,0.302550285,,1,1
Slc29a4,-241.4064932,-241.5134417,0.106948461,0.727242641,,0.74364538,1
Nsmce1,-252.0106133,-252.3692697,0.358656359,0.022430645,,0.549253408,1
Tfcp2,-164.6475611,-164.7124393,0.064878204,5.25073258,,0.798945546,1
Lipo1,-99.92312913,-99.92312883,-3.04E-07,0.011625583,,1,1
Tmem254a,-77.38663407,-77.38659215,-4.19E-05,0.051102252,,1,1
Srd5a3,-176.9675016,-177.4268258,0.45932416,1.046510984,,0.497939997,1
Tor3a,-117.6466766,-117.6466764,-1.81E-07,1.110114548,,1,1
Mospd3,-177.1940536,-177.1940532,-3.99E-07,0.00047657,,1,1
Zfp286,-168.2230525,-168.2232005,0.000147998,0.785370286,,0.990293627,1
Plcd1,-111.7415452,-111.741545,-2.12E-07,5.01E-05,,1,1
Tgif2,-93.93374918,-93.93567571,0.001926534,0.107999912,,0.964990253,1
Cd38,-44.11056442,-44.10972716,-0.000837257,0.748182101,,1,1
Itga4,-104.8546476,-104.854647,-6.22E-07,0.203496763,,1,1
Ccdc148,-96.26261426,-96.26261363,-6.29E-07,0.002631429,,1,1
Kifc5b,-37.08673004,-37.08726556,0.000535518,0.782606958,,0.98153759,1
Slc24a6,-47.87352011,-48.16473843,0.291218322,1.873071394,,0.589440857,1
Piga,-171.940089,-171.9582679,0.018178911,0.800112109,,0.892746926,1
Ccdc65,-47.12620241,-47.14939403,0.023191621,2.859323595,,0.878959826,1
Rgs5,-173.3957733,-173.396609,0.000835761,1.495330071,,0.976936743,1
Kctd20,-151.3666636,-151.3753398,0.008676218,2.490608305,,0.9257874,1
Ephb1,-176.8346483,-176.9085075,0.073859201,0.005889048,,0.785798494,1
Sh3bgr,-193.5396423,-193.5545847,0.014942444,0.001475487,,0.902709511,1
Hist2h2ac,-30.48620171,-30.48618983,-1.19E-05,0.067032454,,1,1
Ifi47,-116.120836,-116.1209242,8.83E-05,0.735841034,,0.992504559,1
BC049352,-80.0668879,-80.0672323,0.000344398,0.276048127,,0.98519374,1
Rad52,-145.39179,-145.7151876,0.323397588,1.343451353,,0.569572938,1
5430435G22Rik,-55.03346694,-55.03346726,3.16E-07,0.014903706,,0.9995515,1
Eci3,-54.79104204,-54.83578289,0.044740847,1.770559408,,0.832481276,1
S1pr5,-55.6329116,-55.63291114,-4.66E-07,0.003334617,,1,1
Ror2,-109.8195023,-109.8362503,0.016747988,0.540954575,,0.897030056,1
Mfap1a,-244.3693629,-244.9210587,0.551695747,0.94016219,,0.457625639,1
Dock6,-207.4841237,-207.4857503,0.001626612,2.39044533,,0.967829016,1
Zbtb25,-169.523623,-169.5236224,-6.53E-07,0.003882026,,1,1
1700019G24Rik,-35.36812202,-35.36791396,-0.00020806,0.303791269,,1,1
5430416O09Rik,-41.66933973,-41.66936326,2.35E-05,0.237559212,,0.996129608,1
Zc3h8,-176.7898251,-176.7961499,0.006324851,0.704823622,,0.936611922,1
Slc19a3,-65.17007193,-65.17006896,-2.97E-06,0.002768315,,1,1
Hspa1l,-160.865509,-161.1472719,0.281762815,1.252159785,,0.595548127,1
Otx1,-90.19468901,-90.19468861,-3.97E-07,3.286106131,,1,1
Tnfrsf4,-48.26431343,-49.51310047,1.248787039,5.38440437,,0.263784273,1
9330182L06Rik,-195.1849076,-195.3145927,0.129685167,2.276234698,,0.718758692,1
A930017M01Rik,-251.1974176,-251.1974183,7.57E-07,0.004244887,,0.999305869,1
Cox16,-241.9632999,-241.9632992,-7.53E-07,9.88E-06,,1,1
Prpf4,-313.5804944,-313.5804928,-1.61E-06,0.002641701,,1,1
Bpifb6,-41.33613664,-41.37171474,0.035578107,1.918070598,,0.850389405,1
Myo5b,-144.54906,-144.5490606,6.41E-07,0.662869966,,0.999361108,1
Gramd1b,-128.8754735,-129.5486316,0.673158139,1.900005071,,0.411952698,1
Cnot3,-80.28771352,-80.2877143,7.78E-07,4.734565446,,0.999296057,1
Ano8,-50.78395257,-50.78395198,-5.88E-07,0.000441956,,1,1
Tmem82,-28.56806441,-28.74657734,0.178512924,3.655334344,,0.672654337,1
Myh7,-118.0571658,-118.6495059,0.59234008,3.084125688,,0.441515648,1
Parp3,-56.68489749,-56.83582391,0.150926415,1.510970301,,0.69765161,1
Urb2,-139.4900528,-139.4901852,0.000132361,0.35099467,,0.99082067,1
Acsf3,-180.6924175,-180.6982742,0.005856706,0.707584642,,0.938998147,1
Pla2g3,-36.78645057,-36.80018361,0.013733035,4.38E-07,,0.906711051,1
Smco3,-138.9271962,-138.9287579,0.00156166,0.023687606,,0.968477528,1
Ovol1,-34.83034937,-34.83034929,-7.64E-08,0.000480476,,1,1
Fam129a,-79.45260484,-79.50267709,0.050072248,0.79195334,,0.822937604,1
1300018J18Rik,-51.97994952,-51.97994882,-7.00E-07,0.022103211,,1,1
Ly6g6d,-17.85989825,-17.85989714,-1.10E-06,0.0367963,,1,1
Fam227a,-161.9960019,-161.9960018,-1.67E-07,0.000647807,,1,1
Aldh16a1,-102.6075802,-102.7809606,0.173380437,1.075754779,,0.677124816,1
Txnl4b,-228.4019609,-228.40196,-8.49E-07,6.87161271,,1,1
Ccdc86,-87.00619868,-87.0095385,0.003339824,0.035494785,,0.953914939,1
Edn3,-160.72589,-160.725888,-1.95E-06,0.002243581,,1,1
Loxl2,-18.28472701,-18.28473055,3.54E-06,0.031204068,,0.998498228,1
Sesn3,-202.3155374,-202.7317437,0.416206314,2.305147919,,0.518836116,1
Hk2,-46.09086195,-46.09092577,6.38E-05,2.236179645,,0.993625887,1
Gstt2,-144.6435702,-144.6529101,0.009339902,1.115991419,,0.923009773,1
Swt1,-228.9887862,-230.7759005,1.787114379,2.311689755,,0.181278143,1
Arhgap30,-56.27708843,-56.27708799,-4.39E-07,0.000699136,,1,1
Mtap,-163.3619643,-163.3684147,0.006450454,0.004200025,,0.935986951,1
Zfp28,-156.8219053,-156.8219043,-9.53E-07,0.002396542,,1,1
Spin2,-149.5219321,-149.5219312,-8.74E-07,0.00061555,,1,1
Irs3,-23.24797913,-23.32239346,0.074414333,1.126188329,,0.785014719,1
B230217O12Rik,-40.69683764,-40.6968374,-2.45E-07,0.000455101,,1,1
Klhdc8b,-172.1939488,-172.2065178,0.012568938,0.000806976,,0.910735178,1
Smim1,-102.5118882,-102.5277709,0.015882704,1.414790983,,0.899710868,1
Tspan4,-117.8294992,-118.036999,0.20749977,2.686900088,,0.648734156,1
Heca,-111.7471103,-111.7471101,-2.23E-07,0.509691232,,1,1
Ipo7,-107.6321292,-107.6321286,-6.38E-07,0.007101883,,1,1
Rlf,-312.5047052,-312.5046995,-5.63E-06,6.04E-05,,1,1
A930015D03Rik,-47.254627,-47.25462665,-3.49E-07,0.003612583,,1,1
Hinfp,-78.50146104,-78.50289547,0.001434435,0.201759418,,0.969788192,1
Tgfbi,-148.9153574,-148.9153554,-1.98E-06,0.001145342,,1,1
Mta3,-109.1774092,-109.1774019,-7.34E-06,2.876050913,,1,1
P2rx3,-56.04631437,-56.18046064,0.134146267,1.399846504,,0.714171197,1
Exoc4,-112.9589526,-112.9589529,3.15E-07,4.910657449,,0.999552379,1
Prickle3,-99.76144643,-99.7613582,-8.82E-05,0.005987286,,1,1
Grid1,-210.948276,-210.9507738,0.002497781,0.016349671,,0.960140078,1
Gm4944,-123.0229097,-123.281856,0.258946294,3.904690182,,0.610844991,1
Tmem45a,-63.01700859,-63.18622841,0.169219814,2.805986384,,0.680806116,1
Ccdc82,-210.9126016,-210.9126027,1.18E-06,0.000211822,,0.999134131,1
Comtd1,-219.0846992,-219.0846988,-3.65E-07,0.006001695,,1,1
Tmem234,-222.7757617,-222.7757614,-2.96E-07,0.072065311,,1,1
Pdgfd,-43.49135263,-43.49089367,-0.000458962,0.96489572,,1,1
Sep-06,-375.5523723,-375.6323833,0.080010999,2.598540382,,0.777282506,1
Chst15,-77.67579735,-77.71041821,0.034620859,1.044085334,,0.852392366,1
Lztr1,-114.2047543,-114.3538418,0.149087477,0.86407537,,0.699408927,1
Fkbp11,-91.37216047,-91.37977665,0.007616176,0.938797728,,0.930456338,1
Spata24,-91.38671923,-91.46597085,0.07925162,2.787112535,,0.778314165,1
Hydin,-27.91022627,-27.9102261,-1.69E-07,0.0084803,,1,1
Trip13,-44.93221371,-45.01906,0.086846288,0.359316442,,0.768225399,1
Lst1,-106.4530706,-106.4530699,-7.12E-07,0.000322922,,1,1
Mfap4,-23.63414718,-23.63415745,1.03E-05,0.024775912,,0.99744278,1
Mfsd8,-271.2655818,-271.2655802,-1.68E-06,3.28E-05,,1,1
Gm20257,-50.31030041,-50.30979507,-0.000505339,1.348582185,,1,1
Cst7,-47.34996951,-47.34996906,-4.55E-07,2.568949621,,1,1
Ceacam2,-86.9757431,-87.13549472,0.159751629,0.883210388,,0.689385289,1
Apex2,-142.0162009,-142.0386252,0.022424302,0.176990566,,0.880963862,1
Tysnd1,-243.844057,-243.8443051,0.000248093,0.383615163,,0.987433054,1
Obp2a,-34.00084473,-34.01392318,0.013078452,2.199271459,,0.90895158,1
Polr1e,-133.2882605,-133.2882589,-1.59E-06,7.52E-05,,1,1
Fam109a,-195.5599581,-195.5605932,0.000635117,0.781548478,,0.979894222,1
Gdf9,-64.12214257,-64.17758434,0.055441767,0.790473947,,0.813851136,1
A630072M18Rik,-92.98858423,-92.98858389,-3.40E-07,0.00280858,,1,1
Cep72,-61.72066221,-61.77162407,0.050961861,2.883936995,,0.821397938,1
Stil,-23.0036692,-23.00366854,-6.68E-07,0.00712996,,1,1
Pi16,-31.6896329,-31.6896349,2.00E-06,4.555452872,,0.998872298,1
Lipe,-146.3464501,-146.346486,3.59E-05,0.122324824,,0.995218029,1
Prdm16,-218.9212955,-218.9212956,1.70E-07,0.000155237,,0.999670802,1
Pabpc4l,-26.32440949,-26.3243918,-1.77E-05,0.118289098,,1,1
Zscan29,-206.1500781,-206.1506834,0.000605305,0.575928159,,0.98037167,1
1700003M07Rik,-100.292614,-100.2925363,-7.77E-05,0.028556546,,1,1
Dot1l,-285.1063094,-285.1063084,-9.95E-07,0.006271509,,1,1
Smyd3,-236.6533391,-236.6533363,-2.76E-06,0.000439086,,1,1
D19Ertd737e,-320.6893446,-320.7895043,0.100159627,0.008514678,,0.751638159,1
Pcdhb4,-130.4188298,-130.4188298,-4.30E-08,0.001204467,,1,1
Cspg4,-142.3551819,-142.3570928,0.001910874,0.698319095,,0.965132744,1
Cd164l2,-46.92905742,-46.94774656,0.018689145,0.084343059,,0.891261411,1
Dyrk2,-49.35567167,-49.35567137,-3.03E-07,1.076164327,,1,1
E130114P18Rik,-39.64553543,-39.64553482,-6.06E-07,0.039913792,,1,1
Slco1a4,-271.7981069,-272.226579,0.428472025,3.188513449,,0.512739656,1
Mfsd4,-137.7567392,-137.7567309,-8.33E-06,1.209652582,,1,1
Copz2,-148.2355345,-148.2684412,0.032906688,0.425105879,,0.856052045,1
Nes,-290.2295899,-290.2301025,0.00051259,0.279033576,,0.981937085,1
Ltb4r1,-19.11334046,-19.11334168,1.23E-06,0.147275444,,0.99911681,1
Cnksr3,-198.1822352,-198.1943658,0.01213069,0.335532828,,0.912298813,1
Nckap1,-209.8455381,-209.8455371,-1.04E-06,0.013082577,,1,1
Trpv4,-51.3437085,-51.3437085,3.01E-09,0.000670795,,0.999956228,1
Eno4,-46.2585746,-46.25857415,-4.52E-07,8.23E-05,,1,1
Kcnmb2,-134.4118968,-134.6814121,0.269515283,0.531715466,,0.60365711,1
Trim35,-105.0640453,-105.0640446,-6.34E-07,0.000786076,,1,1
Klhl14,-54.59818512,-54.59818406,-1.06E-06,0.192991395,,1,1
Bpifb4,-47.48535786,-47.48535707,-7.89E-07,0.000255168,,1,1
Samd12,-56.43323829,-56.43323727,-1.01E-06,0.005479375,,1,1
Pigv,-96.21692325,-96.21700034,7.71E-05,0.114944775,,0.992994398,1
Rsbn1,-186.4497322,-186.4497318,-3.57E-07,0.013983101,,1,1
Traf7,-234.8324987,-234.8964142,0.063915507,1.350656721,,0.800411049,1
Plek,-68.15824424,-68.23078232,0.072538081,0.874124104,,0.78767656,1
5330426P16Rik,-51.57512024,-51.57532853,0.000208293,0.850510911,,0.988485039,1
Mei1,-82.92075837,-82.92075744,-9.29E-07,8.13E-05,,1,1
Icosl,-62.49326732,-62.5238286,0.030561285,1.677088639,,0.861222753,1
Fbln1,-131.4561006,-131.4561005,-1.32E-07,0.00092672,,1,1
2700046G09Rik,-49.11629972,-49.12042273,0.004123007,0.084520967,,0.948802501,1
Zfp652,-145.9301294,-145.955019,0.024889619,1.767269822,,0.874642419,1
Car8,-167.1244284,-167.1244263,-2.09E-06,0.549144144,,1,1
Mbd4,-66.00682274,-66.00682204,-7.02E-07,0.003292639,,1,1
Wnt5b,-90.91137581,-90.91137551,-3.01E-07,0.011902022,,1,1
9430091E24Rik,-120.5556224,-120.7304184,0.174795983,0.94840091,,0.675884171,1
Ppfibp2,-200.1413043,-200.1503853,0.009080967,0.0004138,,0.924081221,1
Serpinf2,-15.47998964,-15.91127698,0.431287341,2.851789733,,0.511357945,1
A530054K11Rik,-53.60516524,-53.60927584,0.004110599,1.875239795,,0.948879489,1
Nprl3,-77.66704598,-77.99201263,0.324966652,1.908285171,,0.568638046,1
Folh1,-161.793834,-161.8115073,0.017673294,0.17598766,,0.894240088,1
D830030K20Rik,-57.83711592,-57.84389186,0.006775946,1.067821671,,0.934395323,1
Fhl3,-46.01321507,-46.51140308,0.498188012,2.36806919,,0.480297378,1
Socs4,-88.84447423,-88.84447282,-1.41E-06,0.070017371,,1,1
Wdr92,-140.9470608,-140.9470603,-5.14E-07,0.000549579,,1,1
Taco1,-74.36431922,-74.36431944,2.23E-07,4.587655871,,0.999623523,1
Vegfc,-141.5122218,-141.5122192,-2.60E-06,6.07E-05,,1,1
Zfp78,-83.69049776,-83.69049766,-1.07E-07,0.413236099,,1,1
1110006O24Rik,-30.31029512,-30.5833772,0.27308208,1.586178507,,0.60127174,1
Cidea,-71.28337329,-71.28336665,-6.64E-06,0.004652381,,1,1
Nuak2,-33.07532211,-33.07480895,-0.000513158,1.046473407,,1,1
Tifab,-38.60920889,-38.61980999,0.010601093,0.000242305,,0.91799344,1
Gm527,-87.86910559,-87.97630223,0.107196641,2.375737851,,0.743358575,1
Sat2,-135.2338463,-135.3966991,0.16285279,1.240791742,,0.686543489,1
Nts,-127.0271383,-127.0749469,0.047808645,0.007369605,,0.826921235,1
Ghrl,-68.52051778,-68.52051743,-3.52E-07,0.008315135,,1,1
Snora81,-76.7414454,-76.74144495,-4.44E-07,0.000526857,,1,1
Adarb2,-166.2530891,-166.2940143,0.040925231,2.529554926,,0.839682313,1
Lrrc23,-97.025292,-97.02529164,-3.57E-07,0.000155732,,1,1
Oas1g,-64.92811545,-65.0969692,0.16885375,3.373774377,,0.681132532,1
Dyrk1b,-216.543839,-216.6390697,0.095230703,1.80633077,,0.757629836,1
Unc5b,-140.3761554,-140.5826401,0.206484686,0.172461423,,0.649536735,1
1700019D03Rik,-103.714777,-103.7147771,7.93E-08,0.000514153,,0.999775257,1
Ndufab1,-217.5457732,-217.6311749,0.085401626,0.083744541,,0.77010652,1
Rasal3,-55.29620019,-55.9670639,0.670863714,1.740368769,,0.412750639,1
Mmgt2,-75.40818599,-75.40818627,2.78E-07,3.88E-05,,0.999579555,1
Ccnj,-240.917659,-241.3046145,0.386955486,0.717534341,,0.533904084,1
Klhl30,-185.2247703,-185.2247697,-5.96E-07,0.000123379,,1,1
Npr3,-180.0692575,-180.3083548,0.239097301,0.832771527,,0.624858853,1
Fam83d,-132.7444411,-132.7642777,0.01983657,1.256790021,,0.887994478,1
Nek7,-244.0478584,-244.6891797,0.641321287,0.1876993,,0.423232745,1
Nudt14,-180.1301638,-180.1301628,-1.01E-06,0.009764879,,1,1
Slc22a15,-37.50935239,-37.62519126,0.115838876,0.171205057,,0.733592134,1
Syne4,-113.1970363,-113.1970351,-1.16E-06,0.001646369,,1,1
Cela2a,-18.25301296,-18.25301526,2.30E-06,0.012968139,,0.998790307,1
A830052D11Rik,-35.13042735,-35.13042734,-1.30E-08,8.712099941,,1,1
4930447C04Rik,-42.4060123,-42.40601168,-6.20E-07,0.000627231,,1,1
Elovl7,-218.8501209,-220.4806736,1.630552686,1.335525193,,0.201626621,1
Adra1b,-123.027153,-123.5284217,0.501268701,3.381838871,,0.478943196,1
Cbs,-122.1350195,-122.1379186,0.002899034,0.0251303,,0.957060508,1
Nme5,-176.5893478,-176.589876,0.000528204,0.637667578,,0.981664079,1
Foxp4,-186.4693435,-186.4693433,-2.56E-07,0.094637118,,1,1
Zfhx3,-253.083493,-254.7762356,1.692742616,0.808756435,,0.193239826,1
Dbpht2,-200.3284263,-200.3285406,0.000114234,0.148108964,,0.991472354,1
Itgam,-44.73504918,-44.73504862,-5.65E-07,0.079495072,,1,1
Nos1ap,-74.44918534,-74.44918459,-7.55E-07,0.013195233,,1,1
Acan,-253.2776989,-253.2776985,-4.30E-07,0.548391341,,1,1
Cdkn2c,-119.2148259,-119.2148249,-9.91E-07,0.008960706,,1,1
Atp8a2,-40.36140356,-40.36140355,-1.18E-08,0.148815575,,1,1
Lhx5,-23.44015356,-23.44015943,5.87E-06,0.051475956,,0.998067544,1
D11Wsu47e,-114.6748188,-114.7546983,0.079879513,0.553443543,,0.777460758,1
Vangl2,-78.418906,-78.47905532,0.060149311,0.000254734,,0.806260104,1
Ccnb2,-49.95205772,-50.02618237,0.074124643,2.184470457,,0.785423331,1
Pias4,-66.94970993,-66.94970809,-1.84E-06,0.005113666,,1,1
Dnase1l2,-73.96327759,-74.07258524,0.109307649,0.98123888,,0.740933749,1
Wfdc1,-128.7419199,-128.7419185,-1.32E-06,0.001656965,,1,1
1700086L19Rik,-103.4298922,-103.5081436,0.078251391,1.776923347,,0.779681206,1
Ptger2,-48.09360723,-48.1003635,0.006756272,1.334139791,,0.934490421,1
Thpo,-27.43172958,-27.43372266,0.001993077,3.160637671,,0.964391158,1
Slc16a10,-80.25333405,-80.25291221,-0.000421843,0.310818547,,1,1
Rhpn1,-116.9967254,-117.0309129,0.034187426,0.695961914,,0.853308709,1
F13a1,-116.3372528,-116.3854274,0.04817464,0.883854132,,0.826270534,1
Pgam2,-25.03107534,-25.06771995,0.036644611,1.096108008,,0.848190425,1
Tbce,-78.54797099,-78.68475691,0.136785914,0.501395582,,0.71149739,1
Rdh13,-106.6356197,-106.6353329,-0.00028679,0.208430897,,1,1
Nln,-159.4958545,-159.4958538,-6.69E-07,0.021438923,,1,1
Angpt2,-80.19836605,-80.44348896,0.245122909,0.887178024,,0.620530319,1
Nucb2,-169.0217108,-169.047823,0.026112226,0.652883985,,0.871626544,1
Dnajb3,-87.2807103,-87.28071004,-2.56E-07,0.424367988,,1,1
Zfp111,-117.3612604,-117.3687076,0.007447118,0.004489117,,0.931230571,1
Mettl6,-96.47738682,-96.73782597,0.260439147,2.347160181,,0.609818615,1
Wdr90,-172.5619583,-172.5619588,4.57E-07,5.22E-05,,0.999460347,1
Mal2,-95.28849538,-95.2885243,2.89E-05,0.787633106,,0.995709424,1
Ism1,-119.2997364,-121.7473289,2.447592462,1.473499191,,0.117705277,1
Dvl3,-21.35385847,-21.35760071,0.003742243,1.762646485,,0.951220733,1
C030039L03Rik,-82.49497567,-82.49488713,-8.85E-05,0.17108154,,1,1
Pmel,-54.28721428,-54.2872143,1.82E-08,3.942501352,,0.999892223,1
Arhgef10l,-176.0449493,-176.6092254,0.564276104,2.178704318,,0.452542448,1
Pigc,-227.7715286,-227.7715261,-2.45E-06,1.72E-05,,1,1
Adcy7,-88.40726159,-88.41157169,0.004310098,1.174850906,,0.947655419,1
Spata4,-33.25114165,-33.33461208,0.083470435,2.639050445,,0.772648334,1
Alms1-ps2,-77.32939053,-77.50531327,0.175922739,2.198693443,,0.674900845,1
Tpr,-299.4050976,-299.4050969,-7.02E-07,0.000248514,,1,1
Cd79b,-14.75002104,-14.75002113,9.37E-08,0.008949525,,0.999755709,1
Homer3,-120.3926965,-120.392696,-5.28E-07,0.000804812,,1,1
Kcnj8,-118.6468376,-118.7356064,0.088768871,0.010137144,,0.765748155,1
Nedd1,-161.3837741,-161.3878345,0.00406036,0.140907615,,0.94919242,1
BC005561,-272.3769672,-272.3769681,8.36E-07,0.935807347,,0.999270431,1
Zfp804b,-43.41164118,-43.41164895,7.76E-06,2.85707915,,0.997776881,1
4930544G11Rik,-14.51208321,-14.51208339,1.79E-07,11.31136848,,0.99966253,1
Smc2,-123.5344757,-123.5344759,1.80E-07,0.001224559,,0.999661068,1
Rgs6,-85.80431411,-85.92234821,0.1180341,0.067624878,,0.731176525,1
Jmjd4,-85.72861392,-85.72861374,-1.73E-07,0.001066448,,1,1
Ulk3,-184.2579921,-184.2579925,3.96E-07,1.030622078,,0.999497694,1
Nrtn,-134.6435547,-135.525613,0.882058273,1.863306472,,0.347638554,1
Tnfrsf11b,-98.62428588,-99.0281796,0.40389372,1.413757943,,0.525085198,1
Cks2,-73.23056458,-73.46434198,0.233777397,4.148864134,,0.628736981,1
Mboat1,-41.91346182,-41.92957655,0.016114734,1.026254225,,0.898984862,1
Alkbh1,-124.8604194,-124.9011459,0.040726528,0.008503648,,0.840066713,1
Galk1,-177.0565192,-177.0565189,-3.53E-07,0.00011346,,1,1
Far2,-63.11103425,-63.11103403,-2.21E-07,0.166668503,,1,1
Cep290,-177.2148449,-177.5391689,0.324324076,2.162482571,,0.569020548,1
Gm11602,-116.849688,-120.5530421,3.703354067,5.679780558,,0.054303205,1
Cyb561d2,-206.8091577,-207.2059759,0.396818191,1.729225161,,0.528737068,1
Hbb-b1,-43.2004452,-43.27811822,0.077673018,3.360273392,,0.780475987,1
Itpkc,-129.2699033,-129.3894528,0.119549523,1.213814917,,0.729523583,1
2310030G06Rik,-35.69307991,-35.84498231,0.151902407,3.993117713,,0.696723939,1
Ybey,-84.78642872,-84.89039749,0.103968768,1.603189327,,0.747117959,1
Ttll4,-70.69644146,-70.70978864,0.013347177,0.672891188,,0.908025055,1
Serpinb9,-30.0594486,-30.05944819,-4.07E-07,0.003232112,,1,1
Dnaic1,-101.9516127,-102.0262831,0.074670395,1.643980628,,0.78465425,1
Gm9199,-83.81545849,-83.81541432,-4.42E-05,0.046112991,,1,1
Snord2,-17.41378496,-17.43444227,0.020657312,1.82556462,,0.885716429,1
